,Player,Pos,Squad,Comp,90s,Gls,Sh,npxG,Cmp%,xA,1/3_x,PPA,Prog_x,SCA,TklW,Blocks,Int,Tkl+Int,Touches,Att Pen,Succ,Prog_y,1/3_y,CPA,Won,Prog+
2158,Stefan Radu,DF,Lazio,it Serie A,27.3,0,6.0,0.3,83.9,1.4,147.0,28.0,148.0,38.0,23.0,40.0,45.0,89.0,1862.0,9.0,14.0,136.0,43.0,1.0,47.0,284.0
2159,Rafael,GK,Spezia,it Serie A,2.3,0,0.0,0.0,70.8,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,Rafinha,MF,Paris S-G,fr Ligue 1,15.1,0,24.0,1.3,89.6,3.2,92.0,16.0,83.0,56.0,38.0,26.0,15.0,66.0,1396.0,36.0,30.0,164.0,53.0,8.0,9.0,247.0
2161,Antonio Raimondo,FW,Bologna,it Serie A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2162,Predrag Rajkovic,GK,Reims,fr Ligue 1,36.5,0,0.0,0.0,66.2,0.0,27.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2163,Ivan Rakitic,MF,Sevilla,es La Liga,24.8,4,38.0,3.7,87.7,1.3,162.0,11.0,121.0,54.0,30.0,37.0,20.0,55.0,1958.0,43.0,15.0,108.0,33.0,2.0,33.0,229.0
2164,Jonas Ramalho,DF,Osasuna,es La Liga,3.4,0,2.0,0.1,76.5,0.0,10.0,3.0,8.0,1.0,2.0,6.0,3.0,8.0,160.0,1.0,3.0,10.0,6.0,0.0,6.0,18.0
2165,Benito Raman,"FW,MF",Schalke 04,de Bundesliga,13.8,2,26.0,2.2,68.0,1.4,16.0,14.0,36.0,29.0,12.0,15.0,9.0,28.0,480.0,42.0,12.0,44.0,9.0,13.0,10.0,80.0
2166,Gaston Ramirez,"MF,FW",Sampdoria,it Serie A,10.8,0,13.0,0.7,72.2,1.9,35.0,13.0,47.0,44.0,15.0,22.0,7.0,35.0,666.0,28.0,17.0,39.0,11.0,3.0,29.0,86.0
2167,Sandro Ramirez,"FW,MF",Huesca,es La Liga,14.3,5,30.0,2.4,76.0,0.4,14.0,6.0,20.0,28.0,11.0,13.0,15.0,36.0,532.0,53.0,24.0,52.0,21.0,9.0,10.0,72.0
2168,Sergio Ramos,DF,Real Madrid,es La Liga,14.2,2,15.0,2.3,91.8,0.2,106.0,2.0,61.0,9.0,12.0,18.0,16.0,36.0,1225.0,17.0,5.0,52.0,6.0,0.0,29.0,113.0
2169,Aaron Ramsdale,GK,Sheffield Utd,eng Premier League,38.0,0,0.0,0.0,49.1,0.2,52.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1271.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2170,Aaron Ramsey,MF,Juventus,it Serie A,12.1,2,23.0,5.0,85.5,3.6,59.0,22.0,59.0,58.0,16.0,14.0,6.0,30.0,862.0,71.0,12.0,79.0,22.0,9.0,7.0,138.0
2171,Jacob Ramsey,MF,Aston Villa,eng Premier League,7.0,0,11.0,0.5,85.5,0.3,16.0,1.0,15.0,15.0,7.0,17.0,6.0,17.0,316.0,21.0,9.0,20.0,9.0,2.0,5.0,35.0
2172,Kayne Ramsey,DF,Southampton,eng Premier League,1.0,0,0.0,0.0,69.2,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,6.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2173,Darren Randolph,GK,West Ham,eng Premier League,3.0,0,0.0,0.0,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2174,Andrea Ranocchia,DF,Inter,it Serie A,7.8,0,9.0,1.1,95.7,0.1,18.0,0.0,18.0,5.0,7.0,8.0,12.0,25.0,547.0,12.0,0.0,34.0,1.0,0.0,31.0,52.0
2175,Marcus Rashford,FW,Manchester Utd,eng Premier League,32.4,11,79.0,9.3,80.6,3.6,34.0,56.0,96.0,105.0,10.0,24.0,10.0,26.0,1638.0,190.0,88.0,219.0,74.0,61.0,23.0,315.0
2176,Milot Rashica,"FW,MF",Werder Bremen,de Bundesliga,16.2,3,41.0,3.6,67.4,1.7,14.0,20.0,24.0,42.0,10.0,16.0,9.0,25.0,643.0,55.0,43.0,88.0,30.0,22.0,10.0,112.0
2177,Giacomo Raspadori,"FW,MF",Sassuolo,it Serie A,13.7,6,23.0,4.3,78.6,2.6,9.0,14.0,25.0,60.0,2.0,10.0,3.0,10.0,497.0,72.0,15.0,32.0,6.0,12.0,1.0,57.0
2178,Federico Ravaglia,GK,Bologna,it Serie A,4.0,0,0.0,0.0,84.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2179,Tim Ream,DF,Fulham,eng Premier League,7.0,0,0.0,0.0,91.2,0.0,31.0,0.0,24.0,1.0,4.0,14.0,4.0,14.0,492.0,0.0,1.0,29.0,2.0,0.0,11.0,53.0
2180,Ante Rebic,FW,Milan,it Serie A,19.7,11,44.0,7.3,63.6,5.3,18.0,32.0,46.0,71.0,18.0,24.0,11.0,38.0,734.0,126.0,25.0,86.0,16.0,23.0,22.0,132.0
2181,Arkadiusz Reca,DF,Crotone,it Serie A,25.7,2,30.0,1.6,70.2,3.0,27.0,28.0,82.0,49.0,21.0,44.0,51.0,85.0,1361.0,78.0,35.0,166.0,50.0,23.0,33.0,248.0
2182,Recio,MF,Eibar,es La Liga,8.2,1,13.0,0.5,79.8,0.7,30.0,6.0,24.0,28.0,9.0,6.0,4.0,20.0,511.0,20.0,7.0,44.0,14.0,1.0,8.0,68.0
2183,Daishawn Redan,"FW,MF",Hertha BSC,de Bundesliga,1.1,0,3.0,0.6,65.5,0.0,4.0,1.0,5.0,3.0,0.0,1.0,2.0,2.0,39.0,6.0,2.0,6.0,1.0,2.0,0.0,11.0
2184,Nathan Redmond,"MF,FW",Southampton,eng Premier League,19.3,2,45.0,3.3,75.9,3.3,35.0,31.0,74.0,58.0,17.0,29.0,18.0,50.0,999.0,85.0,44.0,116.0,42.0,20.0,11.0,190.0
2185,Harrison Reed,MF,Fulham,eng Premier League,25.0,0,13.0,0.3,86.4,1.4,86.0,18.0,97.0,40.0,42.0,47.0,52.0,120.0,1709.0,10.0,15.0,66.0,23.0,1.0,28.0,163.0
2186,Vasco Regini,DF,Sampdoria,it Serie A,1.0,0,0.0,0.0,89.2,0.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2187,Sergio Reguilon,DF,Tottenham,eng Premier League,24.9,0,21.0,1.6,77.2,1.7,60.0,27.0,82.0,41.0,27.0,53.0,35.0,86.0,1689.0,55.0,27.0,113.0,35.0,8.0,30.0,195.0
2188,Bobby Reid,"MF,DF",Fulham,eng Premier League,26.4,5,34.0,4.8,74.1,1.4,38.0,28.0,60.0,33.0,20.0,37.0,17.0,49.0,1119.0,92.0,28.0,97.0,32.0,17.0,26.0,157.0
2189,Pepe Reina,GK,Lazio,it Serie A,29.0,0,0.0,0.0,81.6,0.0,12.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1174.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2190,Jeff Reine-Adelaide,"MF,FW",Nice,fr Ligue 1,11.8,1,15.0,1.2,83.8,2.4,49.0,13.0,50.0,32.0,5.0,12.0,8.0,17.0,751.0,28.0,43.0,73.0,27.0,5.0,5.0,123.0
2191,Jeff Reine-Adelaide,FW,Lyon,fr Ligue 1,0.3,0,1.0,0.1,78.9,0.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,25.0,1.0,3.0,5.0,3.0,1.0,0.0,7.0
2192,Reinier,"MF,FW",Dortmund,de Bundesliga,2.9,1,3.0,0.9,88.5,0.4,4.0,3.0,5.0,7.0,8.0,5.0,3.0,12.0,148.0,11.0,3.0,9.0,1.0,5.0,4.0,14.0
2193,Francisco Reis Ferreira,DF,Valencia,es La Liga,2.0,0,0.0,0.0,88.2,0.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2194,Rocco Reitz,MF,M'Gladbach,de Bundesliga,0.7,0,0.0,0.0,81.4,0.1,4.0,0.0,3.0,3.0,1.0,3.0,1.0,3.0,55.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0
2195,Karim Rekik,DF,Sevilla,es La Liga,7.3,0,3.0,0.2,88.8,0.1,24.0,5.0,24.0,8.0,8.0,16.0,6.0,16.0,559.0,8.0,5.0,38.0,5.0,0.0,14.0,62.0
2196,Alex Remiro,GK,Real Sociedad,es La Liga,38.0,0,0.0,0.0,71.1,0.0,12.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1268.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2197,Panagiotis Retsos,DF,Saint-Etienne,fr Ligue 1,3.0,0,1.0,0.0,86.1,0.1,9.0,1.0,9.0,3.0,3.0,2.0,7.0,14.0,215.0,2.0,4.0,18.0,3.0,0.0,15.0,27.0
2198,Marco Reus,"MF,FW",Dortmund,de Bundesliga,25.3,8,54.0,7.4,79.8,8.1,60.0,43.0,101.0,92.0,29.0,32.0,10.0,50.0,1428.0,168.0,41.0,132.0,47.0,19.0,14.0,233.0
2199,Elvis Rexhbecaj,"MF,FW",Koln,de Bundesliga,20.4,5,28.0,2.1,64.9,2.3,44.0,14.0,50.0,43.0,30.0,51.0,22.0,74.0,933.0,26.0,13.0,60.0,24.0,6.0,10.0,110.0
2200,Oriol Rey,MF,Valladolid,es La Liga,0.2,0,0.0,0.0,84.6,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
2201,Gio Reyna,"FW,MF",Dortmund,de Bundesliga,22.0,4,38.0,4.5,79.3,4.3,46.0,31.0,58.0,69.0,23.0,29.0,15.0,46.0,1277.0,121.0,49.0,174.0,49.0,43.0,23.0,232.0
2202,Baptiste Reynet,GK,Nimes,fr Ligue 1,38.0,0,2.0,0.1,67.4,0.9,32.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,1706.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0
2203,Bryan Reynolds,DF,Roma,it Serie A,3.1,0,0.0,0.0,84.4,0.0,8.0,2.0,5.0,2.0,3.0,3.0,5.0,9.0,177.0,3.0,3.0,15.0,2.0,0.0,3.0,20.0
2204,Franck Ribery,FW,Fiorentina,it Serie A,23.9,2,21.0,3.0,86.4,4.5,77.0,35.0,92.0,73.0,20.0,13.0,8.0,33.0,1224.0,102.0,61.0,189.0,62.0,37.0,5.0,281.0
2205,Ricard,DF,Atletico Madrid,es La Liga,0.3,0,1.0,0.0,70.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2206,Federico Ricci,FW,Sassuolo,it Serie A,0.0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2207,Giacomo Ricci,DF,Parma,it Serie A,0.7,0,0.0,0.0,73.1,0.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,3.0,40.0,1.0,0.0,3.0,0.0,1.0,1.0,7.0
2208,Matteo Ricci,MF,Spezia,it Serie A,24.8,0,21.0,0.9,85.2,1.4,169.0,24.0,173.0,43.0,32.0,38.0,30.0,74.0,1843.0,14.0,9.0,86.0,27.0,2.0,21.0,259.0
2209,Declan Rice,MF,West Ham,eng Premier League,32.0,2,24.0,1.6,86.2,2.1,113.0,21.0,94.0,49.0,53.0,54.0,68.0,145.0,1800.0,40.0,33.0,165.0,59.0,7.0,47.0,259.0
2210,Chris Richards,DF,Hoffenheim,de Bundesliga,10.5,0,3.0,0.2,87.8,0.3,34.0,3.0,36.0,11.0,13.0,19.0,13.0,37.0,806.0,6.0,3.0,20.0,1.0,0.0,25.0,56.0
2211,Chris Richards,DF,Bayern Munich,de Bundesliga,1.0,0,0.0,0.0,90.8,0.3,8.0,5.0,9.0,3.0,1.0,0.0,0.0,1.0,94.0,0.0,0.0,5.0,3.0,0.0,2.0,14.0
2212,Lewis Richardson,"FW,MF",Burnley,eng Premier League,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2213,Richarlison,FW,Everton,eng Premier League,31.8,7,82.0,10.7,69.2,3.2,24.0,14.0,42.0,80.0,30.0,33.0,20.0,69.0,1218.0,156.0,62.0,168.0,68.0,40.0,42.0,210.0
2214,Marco Richter,"FW,MF",Augsburg,de Bundesliga,15.7,3,55.0,4.9,59.7,1.6,31.0,12.0,39.0,46.0,9.0,13.0,9.0,28.0,749.0,61.0,45.0,77.0,26.0,10.0,16.0,116.0
2215,Mikel Rico,MF,Huesca,es La Liga,24.3,1,20.0,2.3,78.1,1.5,52.0,13.0,64.0,46.0,15.0,31.0,20.0,45.0,1117.0,48.0,29.0,70.0,22.0,2.0,14.0,134.0
2216,Sergio Rico,GK,Paris S-G,fr Ligue 1,9.0,0,0.0,0.0,90.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2217,Jairo Riedewald,MF,Crystal Palace,eng Premier League,20.2,2,8.0,0.7,84.9,1.0,46.0,8.0,42.0,19.0,21.0,46.0,24.0,57.0,807.0,15.0,12.0,41.0,13.0,4.0,14.0,83.0
2218,Emiliano Rigoni,"MF,FW",Elche,es La Liga,12.7,1,17.0,2.6,74.3,1.9,13.0,6.0,18.0,18.0,10.0,15.0,5.0,19.0,541.0,22.0,18.0,55.0,19.0,7.0,6.0,73.0
2219,Tomas Rincon,MF,Torino,it Serie A,31.6,1,23.0,1.6,84.1,1.8,118.0,16.0,98.0,40.0,47.0,37.0,30.0,108.0,1689.0,35.0,29.0,81.0,38.0,4.0,45.0,179.0
2220,Luis Rioja,MF,Alaves,es La Liga,23.2,4,25.0,3.5,67.0,3.3,31.0,17.0,40.0,51.0,15.0,28.0,31.0,56.0,917.0,61.0,43.0,126.0,40.0,27.0,20.0,166.0
2221,Renaud Ripart,"MF,FW",Nimes,fr Ligue 1,33.9,11,60.0,4.4,68.6,1.2,67.0,21.0,91.0,48.0,30.0,76.0,38.0,87.0,1682.0,96.0,40.0,105.0,30.0,9.0,78.0,196.0
2222,Andrea Rispoli,DF,Crotone,it Serie A,7.2,0,4.0,0.4,70.4,0.6,9.0,7.0,27.0,16.0,5.0,20.0,4.0,10.0,389.0,12.0,4.0,28.0,8.0,2.0,6.0,55.0
2223,Mihailo Ristic,DF,Montpellier,fr Ligue 1,24.8,0,20.0,0.7,77.7,1.5,76.0,37.0,96.0,44.0,28.0,51.0,29.0,88.0,1565.0,16.0,19.0,115.0,45.0,3.0,29.0,211.0
2224,Matt Ritchie,"DF,MF",Newcastle Utd,eng Premier League,15.0,0,11.0,0.4,67.7,1.5,27.0,18.0,37.0,40.0,9.0,31.0,23.0,40.0,754.0,13.0,6.0,51.0,25.0,1.0,15.0,88.0
2225,Maxence Rivera,"MF,FW",Saint-Etienne,fr Ligue 1,2.7,0,2.0,0.1,74.5,0.1,8.0,1.0,9.0,5.0,6.0,6.0,4.0,17.0,166.0,2.0,5.0,15.0,7.0,1.0,0.0,24.0
2226,Emmanuel Riviere,"FW,MF",Crotone,it Serie A,7.1,1,11.0,1.1,76.4,0.6,5.0,1.0,6.0,11.0,3.0,6.0,4.0,8.0,225.0,22.0,2.0,9.0,6.0,1.0,11.0,15.0
2227,Rober,"DF,MF",Levante,es La Liga,15.8,0,6.0,0.2,85.1,0.7,54.0,1.0,58.0,7.0,14.0,31.0,38.0,61.0,1039.0,9.0,6.0,50.0,9.0,1.0,23.0,108.0
2228,Roberto,GK,Valladolid,es La Liga,13.0,0,0.0,0.0,48.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,Sergi Roberto,DF,Barcelona,es La Liga,10.5,1,5.0,0.5,90.2,2.0,53.0,18.0,44.0,18.0,7.0,25.0,8.0,20.0,966.0,26.0,8.0,71.0,23.0,4.0,8.0,115.0
2230,Tyler Roberts,"MF,FW",Leeds United,eng Premier League,14.9,1,26.0,2.1,72.2,1.8,25.0,22.0,43.0,37.0,8.0,20.0,9.0,27.0,639.0,48.0,17.0,67.0,34.0,5.0,20.0,110.0
2231,Andrew Robertson,DF,Liverpool,eng Premier League,37.6,1,19.0,1.4,79.9,6.9,177.0,66.0,265.0,106.0,28.0,62.0,34.0,87.0,3543.0,105.0,29.0,239.0,96.0,12.0,39.0,504.0
2232,Antonee Robinson,DF,Fulham,eng Premier League,24.0,0,11.0,0.6,72.6,1.6,40.0,43.0,87.0,53.0,27.0,51.0,44.0,92.0,1657.0,34.0,48.0,165.0,76.0,6.0,39.0,252.0
2233,Callum Robinson,"FW,MF",West Brom,eng Premier League,17.3,5,31.0,3.1,70.9,0.8,21.0,12.0,22.0,40.0,7.0,16.0,14.0,28.0,629.0,51.0,23.0,59.0,16.0,12.0,13.0,81.0
2234,Jack Robinson,DF,Sheffield Utd,eng Premier League,9.7,0,5.0,0.4,80.6,0.9,24.0,1.0,21.0,6.0,10.0,12.0,16.0,32.0,553.0,7.0,3.0,20.0,8.0,0.0,28.0,41.0
2235,Joel Robles,GK,Betis,es La Liga,18.0,0,0.0,0.0,62.8,0.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2236,Hal Robson-Kanu,FW,West Brom,eng Premier League,6.2,2,13.0,1.5,74.4,0.4,7.0,2.0,9.0,12.0,3.0,5.0,4.0,7.0,191.0,16.0,6.0,20.0,4.0,4.0,7.0,29.0
2237,Marc Roca,MF,Bayern Munich,de Bundesliga,2.0,0,3.0,0.3,90.2,0.0,8.0,3.0,15.0,2.0,4.0,4.0,1.0,6.0,145.0,3.0,5.0,10.0,4.0,2.0,1.0,25.0
2238,Christopher Rocchia,DF,Marseille,fr Ligue 1,0.2,0,0.0,0.0,93.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2239,Ruben Rochina,MF,Levante,es La Liga,15.6,0,36.0,1.7,72.1,2.1,74.0,29.0,84.0,46.0,31.0,25.0,22.0,64.0,1056.0,22.0,41.0,63.0,22.0,1.0,22.0,147.0
2240,Marek Rodak,GK,Fulham,eng Premier League,2.0,0,0.0,0.0,80.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2241,Sebastian Rode,MF,Eint Frankfurt,de Bundesliga,18.1,1,3.0,0.1,83.9,1.3,79.0,19.0,87.0,43.0,30.0,41.0,43.0,95.0,1229.0,13.0,7.0,106.0,32.0,3.0,26.0,193.0
2242,Joe Rodon,DF,Tottenham,eng Premier League,8.1,0,0.0,0.0,88.8,0.0,9.0,0.0,10.0,0.0,9.0,15.0,13.0,28.0,500.0,1.0,0.0,5.0,0.0,0.0,24.0,15.0
2243,Rodri,MF,Manchester City,eng Premier League,30.5,2,31.0,1.7,91.5,1.7,239.0,17.0,156.0,73.0,60.0,42.0,40.0,123.0,3023.0,52.0,29.0,192.0,47.0,10.0,91.0,348.0
2244,Rodrigo,"MF,FW",Leeds United,eng Premier League,14.3,7,48.0,6.3,75.4,2.4,39.0,20.0,57.0,64.0,13.0,9.0,9.0,30.0,760.0,76.0,18.0,73.0,19.0,11.0,25.0,130.0
2245,Rodrigo,"FW,MF",Betis,es La Liga,6.0,0,4.0,0.2,84.6,0.5,14.0,10.0,22.0,14.0,2.0,7.0,2.0,6.0,320.0,17.0,7.0,31.0,8.0,4.0,1.0,53.0
2246,Kevin Rodrigues,"DF,MF",Eibar,es La Liga,12.2,1,9.0,0.6,67.6,0.7,36.0,12.0,46.0,21.0,11.0,22.0,14.0,32.0,700.0,12.0,14.0,43.0,15.0,0.0,13.0,89.0
2247,Oscar Rodriguez Arnaiz,"MF,FW",Sevilla,es La Liga,5.7,0,10.0,0.5,76.0,0.9,18.0,10.0,18.0,21.0,14.0,4.0,8.0,25.0,416.0,24.0,10.0,39.0,10.0,4.0,7.0,57.0
2248,Angel Rodriguez,"FW,MF",Getafe,es La Liga,15.3,5,35.0,4.0,66.7,0.5,10.0,7.0,10.0,25.0,2.0,11.0,2.0,6.0,519.0,67.0,9.0,41.0,10.0,7.0,26.0,51.0
2249,Guido Rodriguez,MF,Betis,es La Liga,31.8,1,30.0,1.7,85.2,0.7,115.0,9.0,94.0,38.0,69.0,77.0,58.0,163.0,2037.0,29.0,28.0,76.0,17.0,1.0,57.0,170.0
2250,James Rodriguez,"FW,MF",Everton,eng Premier League,19.6,6,37.0,3.4,79.1,5.4,104.0,41.0,132.0,72.0,14.0,24.0,16.0,36.0,1307.0,35.0,29.0,98.0,28.0,10.0,5.0,230.0
2251,Jay Rodriguez,"FW,MF",Burnley,eng Premier League,14.1,1,29.0,2.3,73.5,1.7,11.0,7.0,22.0,23.0,14.0,27.0,4.0,32.0,469.0,54.0,15.0,37.0,12.0,5.0,45.0,59.0
2252,Miguel Rodriguez,"FW,MF",Celta Vigo,es La Liga,0.3,0,0.0,0.0,68.8,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,3.0,19.0,1.0,1.0,4.0,0.0,0.0,0.0,5.0
2253,Ricardo Rodriguez,DF,Torino,it Serie A,13.8,0,13.0,0.5,84.3,0.3,43.0,7.0,43.0,16.0,15.0,29.0,24.0,53.0,866.0,5.0,8.0,53.0,17.0,0.0,18.0,96.0
2254,Victor Rodriguez,MF,Elche,es La Liga,4.7,0,0.0,0.0,91.1,0.6,26.0,2.0,21.0,8.0,4.0,10.0,9.0,13.0,366.0,2.0,2.0,29.0,8.0,0.0,5.0,50.0
2255,Rodrygo,FW,Real Madrid,es La Liga,10.9,1,26.0,2.5,81.0,3.0,19.0,17.0,36.0,40.0,7.0,20.0,7.0,22.0,582.0,61.0,19.0,95.0,34.0,14.0,9.0,131.0
2256,Marko Rog,MF,Cagliari,it Serie A,12.9,0,8.0,0.3,87.5,0.6,48.0,7.0,44.0,22.0,25.0,22.0,12.0,51.0,748.0,8.0,21.0,61.0,27.0,2.0,8.0,105.0
2257,Rogerio,DF,Sassuolo,it Serie A,20.9,0,16.0,0.6,84.8,1.5,60.0,18.0,61.0,27.0,15.0,46.0,25.0,52.0,1525.0,39.0,24.0,126.0,37.0,11.0,19.0,187.0
2258,Luis Rojas,"MF,FW",Crotone,it Serie A,1.2,0,1.0,0.0,78.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,68.0,1.0,7.0,2.0,1.0,0.0,2.0,3.0
2259,Alessio Romagnoli,DF,Milan,it Serie A,21.2,1,15.0,2.3,90.5,0.5,41.0,3.0,49.0,14.0,9.0,41.0,14.0,32.0,1200.0,20.0,0.0,25.0,5.0,0.0,58.0,74.0
2260,Cristian Romero,DF,Atalanta,it Serie A,28.3,2,14.0,1.8,90.5,1.0,50.0,7.0,68.0,23.0,46.0,52.0,81.0,156.0,1623.0,30.0,10.0,81.0,18.0,0.0,112.0,149.0
2261,Oriol Romeu,MF,Southampton,eng Premier League,19.6,1,14.0,0.4,82.8,1.1,62.0,15.0,87.0,35.0,35.0,32.0,27.0,95.0,1462.0,10.0,11.0,111.0,39.0,3.0,35.0,198.0
2262,Cristiano Ronaldo,FW,Juventus,it Serie A,31.1,29,162.0,20.4,78.5,2.8,59.0,32.0,81.0,114.0,3.0,15.0,8.0,17.0,1462.0,213.0,58.0,265.0,85.0,59.0,29.0,346.0
2263,Facundo Roncaglia,DF,Osasuna,es La Liga,13.7,1,13.0,0.5,69.6,0.1,35.0,4.0,46.0,14.0,15.0,17.0,12.0,34.0,679.0,9.0,3.0,30.0,14.0,0.0,35.0,76.0
2264,Valentin Rongier,MF,Marseille,fr Ligue 1,21.0,1,17.0,1.0,87.0,1.1,94.0,9.0,81.0,36.0,73.0,27.0,34.0,136.0,1643.0,18.0,23.0,110.0,28.0,4.0,26.0,191.0
2265,Marten de Roon,MF,Atalanta,it Serie A,33.6,1,18.0,0.7,87.0,2.1,247.0,23.0,199.0,69.0,67.0,45.0,69.0,164.0,2452.0,18.0,14.0,154.0,30.0,3.0,74.0,353.0
2266,Jerome Roussillon,DF,Wolfsburg,de Bundesliga,13.7,0,11.0,0.6,75.0,1.5,28.0,11.0,45.0,19.0,14.0,23.0,13.0,37.0,842.0,28.0,12.0,71.0,28.0,8.0,12.0,116.0
2267,Nolan Roux,FW,Nimes,fr Ligue 1,7.2,0,10.0,0.5,67.5,0.3,4.0,5.0,6.0,7.0,6.0,7.0,2.0,9.0,224.0,14.0,3.0,14.0,4.0,2.0,9.0,20.0
2268,Nicolo Rovella,MF,Genoa,it Serie A,13.2,0,11.0,0.7,85.0,1.5,49.0,12.0,47.0,30.0,16.0,26.0,18.0,46.0,966.0,5.0,9.0,54.0,13.0,2.0,5.0,101.0
2269,Amir Rrahmani,DF,Napoli,it Serie A,12.2,1,5.0,0.6,92.0,0.0,16.0,0.0,17.0,4.0,10.0,19.0,8.0,24.0,678.0,8.0,3.0,8.0,1.0,0.0,28.0,25.0
2270,Ruben,"GK,MF",Osasuna,es La Liga,2.1,0,0.0,0.0,65.6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2271,Waldo Rubio,FW,Valladolid,es La Liga,4.2,1,8.0,0.3,67.8,0.1,14.0,3.0,10.0,6.0,5.0,8.0,1.0,8.0,165.0,9.0,5.0,13.0,7.0,1.0,0.0,23.0
2272,John Ruddy,GK,Wolves,eng Premier League,1.0,0,0.0,0.0,79.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2273,Antonio Rudiger,DF,Chelsea,eng Premier League,19.0,1,14.0,1.1,90.7,0.3,111.0,4.0,52.0,14.0,18.0,21.0,15.0,45.0,1651.0,19.0,3.0,76.0,25.0,1.0,50.0,128.0
2274,Sebastian Rudy,"MF,DF",Hoffenheim,de Bundesliga,18.6,1,15.0,0.6,73.4,2.2,69.0,24.0,88.0,55.0,30.0,40.0,8.0,60.0,1156.0,35.0,9.0,62.0,19.0,4.0,16.0,150.0
2275,Sebastian Rudy,DF,Schalke 04,de Bundesliga,2.0,0,1.0,0.0,66.9,0.1,3.0,5.0,10.0,4.0,1.0,11.0,0.0,4.0,162.0,0.0,1.0,9.0,2.0,0.0,5.0,19.0
2276,Kevin Ruegg,"DF,MF",Hellas Verona,it Serie A,2.3,0,1.0,0.0,68.3,0.0,4.0,1.0,2.0,1.0,3.0,7.0,1.0,5.0,105.0,3.0,4.0,8.0,2.0,0.0,2.0,10.0
2277,Daniele Rugani,DF,Cagliari,it Serie A,11.1,1,3.0,0.4,79.8,0.4,20.0,2.0,26.0,2.0,13.0,22.0,15.0,42.0,615.0,10.0,3.0,21.0,7.0,0.0,42.0,47.0
