,Player,Pos,Squad,Comp,90s,Gls,Sh,npxG,Cmp%,xA,1/3_x,PPA,Prog_x,SCA,TklW,Blocks,Int,Tkl+Int,Touches,Att Pen,Succ,Prog_y,1/3_y,CPA,Won,Prog+
2038,Lee Peltier,DF,West Brom,eng Premier League,2.5,0,0.0,0.0,63.2,0.0,4.0,2.0,2.0,2.0,7.0,2.0,2.0,12.0,102.0,0.0,1.0,1.0,1.0,0.0,6.0,3.0
2039,Federico Peluso,DF,Sassuolo,it Serie A,2.3,0,0.0,0.0,92.8,0.0,10.0,1.0,9.0,0.0,1.0,2.0,2.0,5.0,182.0,0.0,0.0,9.0,2.0,0.0,2.0,18.0
2040,Timothee Pembele,DF,Paris S-G,fr Ligue 1,4.3,1,4.0,1.0,90.3,0.2,13.0,3.0,9.0,6.0,7.0,3.0,4.0,13.0,307.0,12.0,7.0,27.0,12.0,3.0,7.0,36.0
2041,Ruben Pena,DF,Villarreal,es La Liga,12.4,1,6.0,0.5,76.6,0.4,25.0,11.0,34.0,16.0,16.0,26.0,15.0,40.0,739.0,24.0,27.0,80.0,23.0,9.0,17.0,114.0
2042,Philipp Pentke,GK,Hoffenheim,de Bundesliga,3.0,0,0.0,0.0,84.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043,Pepe,DF,Granada,es La Liga,2.8,0,1.0,0.0,58.1,0.0,1.0,0.0,2.0,0.0,4.0,5.0,4.0,9.0,105.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0
2044,Nicolas Pepe,FW,Arsenal,eng Premier League,18.0,10,48.0,6.2,75.7,0.9,17.0,17.0,40.0,37.0,16.0,25.0,18.0,38.0,929.0,115.0,31.0,106.0,18.0,31.0,35.0,146.0
2045,Alberto Perea,MF,Cadiz,es La Liga,17.2,2,29.0,1.3,74.6,2.4,38.0,12.0,60.0,45.0,16.0,26.0,33.0,55.0,755.0,33.0,67.0,118.0,36.0,10.0,7.0,178.0
2046,Mathias Pereira Lage,"FW,MF",Angers,fr Ligue 1,16.3,4,26.0,2.1,74.5,0.8,22.0,10.0,43.0,30.0,18.0,38.0,18.0,46.0,689.0,30.0,20.0,49.0,31.0,3.0,23.0,92.0
2047,Andreas Pereira,"MF,FW",Lazio,it Serie A,6.0,1,14.0,0.7,67.9,2.0,33.0,9.0,28.0,17.0,1.0,13.0,4.0,7.0,362.0,18.0,11.0,37.0,12.0,3.0,4.0,65.0
2048,Danilo Pereira,"MF,DF",Paris S-G,fr Ligue 1,15.9,2,17.0,1.8,93.0,0.3,84.0,3.0,60.0,14.0,12.0,18.0,30.0,53.0,1332.0,15.0,9.0,66.0,14.0,0.0,32.0,126.0
2049,Matheus Pereira,"MF,FW",West Brom,eng Premier League,28.6,11,61.0,4.1,71.8,5.4,64.0,43.0,95.0,103.0,20.0,30.0,29.0,62.0,1422.0,83.0,39.0,160.0,48.0,19.0,15.0,255.0
2050,Pedro Pereira,DF,Crotone,it Serie A,28.3,0,13.0,0.7,76.0,2.4,32.0,26.0,66.0,36.0,37.0,60.0,21.0,73.0,1213.0,36.0,18.0,69.0,18.0,5.0,24.0,135.0
2051,Ricardo Pereira,DF,Leicester City,eng Premier League,10.7,0,7.0,0.4,78.3,0.5,19.0,11.0,44.0,19.0,18.0,28.0,16.0,53.0,692.0,28.0,20.0,53.0,15.0,6.0,11.0,97.0
2052,Gaston Pereiro,"MF,FW",Cagliari,it Serie A,3.0,2,14.0,1.7,75.4,0.7,7.0,7.0,18.0,14.0,3.0,3.0,3.0,9.0,181.0,18.0,4.0,35.0,17.0,1.0,9.0,53.0
2053,Bruno Peres,DF,Roma,it Serie A,15.9,1,12.0,1.2,83.0,4.1,27.0,18.0,41.0,42.0,14.0,26.0,27.0,47.0,903.0,41.0,14.0,114.0,29.0,14.0,5.0,155.0
2054,Roberto Pereyra,"MF,FW",Udinese,it Serie A,32.5,5,26.0,2.9,84.6,3.2,87.0,42.0,108.0,86.0,16.0,47.0,27.0,49.0,1648.0,129.0,36.0,219.0,72.0,27.0,12.0,327.0
2055,Ayoze Perez,"MF,FW",Leicester City,eng Premier League,14.8,2,31.0,3.2,76.6,1.3,26.0,27.0,54.0,48.0,15.0,31.0,19.0,51.0,736.0,59.0,27.0,93.0,27.0,3.0,9.0,147.0
2056,Carles Perez,"FW,MF",Roma,it Serie A,8.6,2,23.0,2.8,77.6,1.3,12.0,5.0,14.0,32.0,5.0,13.0,3.0,13.0,414.0,39.0,16.0,50.0,21.0,12.0,3.0,64.0
2057,Inigo Perez,"MF,DF",Osasuna,es La Liga,15.0,0,9.0,0.4,70.5,0.6,52.0,7.0,58.0,25.0,14.0,18.0,11.0,31.0,757.0,16.0,1.0,24.0,5.0,1.0,12.0,82.0
2058,Juan Perez,GK,Osasuna,es La Liga,3.0,0,0.0,0.0,55.2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,Kike Perez,MF,Valladolid,es La Liga,12.9,0,16.0,1.0,80.6,1.0,41.0,11.0,43.0,25.0,17.0,21.0,10.0,41.0,682.0,22.0,19.0,62.0,13.0,4.0,28.0,105.0
2060,Lucas Perez,FW,Alaves,es La Liga,19.5,4,28.0,3.5,61.8,4.8,45.0,20.0,58.0,88.0,9.0,8.0,6.0,18.0,847.0,81.0,27.0,97.0,32.0,20.0,7.0,155.0
2061,Luis Perez,DF,Valladolid,es La Liga,14.4,0,2.0,0.1,69.4,0.4,27.0,6.0,37.0,11.0,23.0,40.0,13.0,57.0,792.0,2.0,3.0,38.0,15.0,0.0,28.0,75.0
2062,Manuel Perez,MF,Lens,fr Ligue 1,1.4,0,1.0,0.1,87.0,0.0,5.0,0.0,4.0,0.0,1.0,2.0,1.0,4.0,59.0,0.0,0.0,3.0,1.0,0.0,4.0,7.0
2063,Nehuen Perez,DF,Granada,es La Liga,8.2,0,5.0,0.7,78.1,0.0,8.0,0.0,6.0,1.0,6.0,14.0,9.0,16.0,267.0,5.0,2.0,7.0,0.0,0.0,20.0,13.0
2064,Mattia Perin,GK,Genoa,it Serie A,32.0,0,0.0,0.0,65.0,0.0,17.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2065,Ivan Perisic,"DF,FW",Inter,it Serie A,19.9,4,35.0,4.4,72.3,4.5,26.0,31.0,49.0,47.0,11.0,46.0,21.0,40.0,1019.0,96.0,7.0,109.0,17.0,26.0,35.0,158.0
2066,Romain Perraud,DF,Brest,fr Ligue 1,34.9,3,43.0,2.1,79.6,3.1,88.0,43.0,141.0,76.0,45.0,70.0,34.0,108.0,2446.0,49.0,32.0,187.0,83.0,15.0,24.0,328.0
2067,Lucas Perrin,DF,Marseille,fr Ligue 1,3.4,1,3.0,0.3,92.8,0.0,10.0,1.0,13.0,4.0,6.0,8.0,7.0,14.0,209.0,6.0,1.0,16.0,3.0,0.0,10.0,29.0
2068,Pavao Pervan,GK,Wolfsburg,de Bundesliga,2.0,0,0.0,0.0,71.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2069,Matteo Pessina,MF,Atalanta,it Serie A,18.3,2,22.0,2.5,83.7,2.4,78.0,30.0,94.0,54.0,12.0,28.0,14.0,31.0,1153.0,70.0,17.0,102.0,28.0,7.0,20.0,196.0
2070,Andrea Petagna,FW,Napoli,it Serie A,10.7,4,26.0,4.1,80.4,2.0,7.0,5.0,10.0,37.0,2.0,7.0,1.0,5.0,343.0,92.0,7.0,28.0,6.0,18.0,25.0,38.0
2071,Nils Petersen,FW,Freiburg,de Bundesliga,14.5,8,33.0,5.6,67.3,1.5,12.0,4.0,15.0,24.0,10.0,22.0,3.0,17.0,424.0,56.0,5.0,5.0,1.0,1.0,41.0,20.0
2072,Lukas Petkov,MF,Augsburg,de Bundesliga,0.0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2073,Jacopo Petriccione,MF,Crotone,it Serie A,10.6,0,3.0,0.1,83.4,0.3,39.0,7.0,46.0,20.0,9.0,13.0,8.0,23.0,578.0,1.0,0.0,28.0,8.0,1.0,6.0,74.0
2074,Jens Petter Hauge,"FW,MF",Milan,it Serie A,5.9,2,7.0,0.7,81.4,1.8,7.0,8.0,23.0,21.0,4.0,10.0,2.0,8.0,261.0,26.0,14.0,20.0,6.0,2.0,3.0,43.0
2075,German Pezzella,DF,Fiorentina,it Serie A,30.5,1,18.0,1.3,87.5,0.2,49.0,2.0,32.0,7.0,26.0,40.0,34.0,74.0,1426.0,31.0,1.0,34.0,2.0,0.0,73.0,66.0
2076,Giuseppe Pezzella,DF,Parma,it Serie A,20.3,1,7.0,0.3,78.4,2.8,56.0,26.0,74.0,34.0,24.0,46.0,24.0,59.0,1186.0,29.0,32.0,108.0,35.0,8.0,20.0,182.0
2077,Maximilian Philipp,MF,Wolfsburg,de Bundesliga,12.3,6,28.0,3.0,72.8,1.5,17.0,8.0,19.0,29.0,5.0,14.0,8.0,21.0,502.0,44.0,14.0,27.0,10.0,3.0,12.0,46.0
2078,Rayan Philippe,FW,Dijon,fr Ligue 1,1.0,0,3.0,0.3,53.3,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,33.0,8.0,0.0,2.0,1.0,1.0,1.0,2.0
2079,Romain Philippoteaux,FW,Nimes,fr Ligue 1,2.4,1,2.0,0.6,63.3,0.5,3.0,3.0,8.0,6.0,2.0,3.0,0.0,2.0,99.0,9.0,4.0,9.0,3.0,0.0,1.0,17.0
2080,Romain Philippoteaux,"MF,FW",Brest,fr Ligue 1,6.5,1,10.0,0.7,72.5,0.3,8.0,4.0,10.0,13.0,6.0,5.0,6.0,16.0,258.0,17.0,9.0,26.0,3.0,3.0,3.0,36.0
2081,Kalvin Phillips,MF,Leeds United,eng Premier League,27.0,1,15.0,0.4,82.8,3.8,139.0,16.0,104.0,58.0,44.0,61.0,49.0,123.0,1770.0,9.0,17.0,60.0,14.0,2.0,31.0,164.0
2082,Matt Phillips,MF,West Brom,eng Premier League,20.3,2,22.0,2.5,69.3,3.1,21.0,21.0,42.0,44.0,14.0,48.0,19.0,40.0,812.0,61.0,28.0,82.0,28.0,17.0,15.0,124.0
2083,Nathaniel Phillips,DF,Liverpool,eng Premier League,16.2,1,13.0,1.1,87.2,0.4,79.0,2.0,60.0,11.0,12.0,23.0,29.0,47.0,1284.0,20.0,1.0,47.0,7.0,1.0,103.0,107.0
2084,Jaden Philogene Bidace,FW,Aston Villa,eng Premier League,0.0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
2085,Krzysztof Piatek,FW,Hertha BSC,de Bundesliga,18.1,7,39.0,5.9,70.8,1.3,9.0,5.0,16.0,22.0,5.0,15.0,6.0,15.0,606.0,84.0,7.0,27.0,6.0,7.0,51.0,43.0
2086,Pablo Piatti,"MF,FW",Elche,es La Liga,4.0,0,4.0,0.5,72.9,0.3,9.0,4.0,7.0,5.0,6.0,8.0,1.0,10.0,178.0,3.0,3.0,13.0,5.0,1.0,1.0,20.0
2087,Cristiano Piccini,DF,Atalanta,it Serie A,0.7,0,1.0,0.1,77.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2088,Cristiano Piccini,DF,Valencia,es La Liga,0.7,0,1.0,0.0,74.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,41.0,2.0,0.0,4.0,0.0,0.0,2.0,4.0
2089,Roberto Piccoli,FW,Spezia,it Serie A,7.8,5,15.0,3.9,67.8,0.5,2.0,2.0,3.0,5.0,6.0,8.0,2.0,10.0,258.0,37.0,2.0,11.0,6.0,1.0,19.0,14.0
2090,Jordan Pickford,GK,Everton,eng Premier League,30.5,0,0.0,0.0,66.1,0.0,30.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,1257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,Jeremy Pied,DF,Lille,fr Ligue 1,3.5,0,1.0,0.0,79.4,0.4,21.0,8.0,36.0,5.0,2.0,8.0,6.0,9.0,311.0,4.0,2.0,39.0,14.0,0.0,5.0,75.0
2092,Amos Pieper,DF,Arminia,de Bundesliga,29.8,1,14.0,1.0,83.7,0.5,62.0,17.0,78.0,17.0,41.0,72.0,35.0,101.0,1898.0,22.0,7.0,47.0,6.0,0.0,81.0,125.0
2093,Ronael Pierre-Gabriel,DF,Brest,fr Ligue 1,25.6,1,8.0,0.5,83.6,0.9,94.0,27.0,120.0,35.0,38.0,32.0,21.0,84.0,1654.0,21.0,42.0,93.0,26.0,5.0,25.0,213.0
2094,Erik Pieters,"DF,MF",Burnley,eng Premier League,14.1,0,4.0,0.2,74.8,0.5,33.0,4.0,31.0,15.0,27.0,44.0,10.0,50.0,744.0,9.0,6.0,35.0,14.0,3.0,20.0,66.0
2095,Tomas Pina Isla,MF,Alaves,es La Liga,28.6,1,9.0,0.5,83.4,0.6,83.0,6.0,87.0,20.0,32.0,44.0,42.0,96.0,1179.0,27.0,20.0,55.0,19.0,2.0,47.0,142.0
2096,Andrea Pinamonti,FW,Inter,it Serie A,1.9,1,4.0,1.0,70.4,0.1,2.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,80.0,11.0,2.0,4.0,1.0,2.0,2.0,8.0
2097,Yeremi Pino,"FW,MF",Villarreal,es La Liga,8.9,3,14.0,1.5,79.2,0.9,15.0,11.0,29.0,23.0,13.0,25.0,8.0,28.0,454.0,57.0,21.0,65.0,16.0,16.0,9.0,94.0
2098,Carlo Pinsoglio,GK,Juventus,it Serie A,0.3,0,0.0,0.0,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099,Gerard Pique,DF,Barcelona,es La Liga,16.5,0,8.0,0.6,94.1,0.5,82.0,1.0,35.0,5.0,13.0,16.0,15.0,36.0,1368.0,14.0,1.0,83.0,10.0,0.0,66.0,118.0
2100,Fabio Pisacane,DF,Cagliari,it Serie A,2.5,0,0.0,0.0,82.6,0.0,3.0,0.0,4.0,0.0,2.0,8.0,3.0,6.0,114.0,0.0,0.0,6.0,4.0,0.0,3.0,10.0
2101,ukasz Piszczek,DF,Dortmund,de Bundesliga,5.1,0,1.0,0.0,77.9,0.3,21.0,4.0,18.0,7.0,10.0,6.0,9.0,20.0,347.0,6.0,2.0,26.0,10.0,0.0,7.0,44.0
2102,Marko Pjaca,"FW,MF",Genoa,it Serie A,15.8,3,30.0,2.9,83.9,2.1,23.0,14.0,32.0,39.0,11.0,13.0,8.0,24.0,700.0,51.0,26.0,90.0,39.0,13.0,13.0,122.0
2103,Miralem Pjanic,MF,Barcelona,es La Liga,7.0,0,16.0,1.2,91.2,1.0,55.0,16.0,59.0,32.0,5.0,7.0,8.0,17.0,832.0,10.0,9.0,44.0,14.0,2.0,5.0,103.0
2104,Oscar Plano,"MF,FW",Valladolid,es La Liga,28.0,5,41.0,4.3,74.0,1.6,71.0,17.0,68.0,48.0,37.0,57.0,37.0,89.0,1205.0,73.0,12.0,75.0,30.0,2.0,61.0,143.0
2105,Marvin Plattenhardt,DF,Hertha BSC,de Bundesliga,11.9,0,3.0,0.1,75.6,1.3,35.0,11.0,50.0,26.0,13.0,16.0,6.0,26.0,783.0,4.0,4.0,59.0,24.0,1.0,8.0,109.0
2106,Alassane Plea,FW,M'Gladbach,de Bundesliga,20.0,6,60.0,5.1,73.3,3.9,47.0,37.0,69.0,64.0,9.0,9.0,7.0,24.0,923.0,103.0,26.0,106.0,31.0,18.0,34.0,175.0
2107,Dani Plomer,FW,Granada,es La Liga,0.5,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,Tommaso Pobega,MF,Spezia,it Serie A,13.7,6,21.0,3.5,77.8,0.5,31.0,6.0,23.0,21.0,21.0,19.0,14.0,45.0,584.0,32.0,4.0,27.0,11.0,4.0,20.0,50.0
2109,Daniel Podence,"MF,FW",Wolves,eng Premier League,18.5,3,32.0,3.1,75.2,1.9,45.0,21.0,66.0,61.0,7.0,7.0,15.0,33.0,818.0,66.0,37.0,87.0,27.0,19.0,8.0,153.0
2110,Paul Pogba,"MF,FW",Manchester Utd,eng Premier League,21.1,3,31.0,2.1,82.8,2.1,113.0,34.0,111.0,68.0,26.0,22.0,25.0,62.0,1657.0,71.0,45.0,147.0,33.0,5.0,55.0,258.0
2111,Joel Pohjanpalo,FW,Union Berlin,de Bundesliga,9.5,6,31.0,6.9,70.4,1.4,16.0,3.0,19.0,15.0,2.0,2.0,1.0,8.0,289.0,48.0,3.0,13.0,3.0,3.0,38.0,32.0
2112,Joel Pohjanpalo,MF,Leverkusen,de Bundesliga,0.1,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,Andrea Poli,MF,Bologna,it Serie A,4.3,1,3.0,0.9,88.6,0.4,23.0,2.0,16.0,14.0,7.0,17.0,7.0,14.0,261.0,9.0,5.0,12.0,4.0,0.0,2.0,28.0
2114,Matteo Politano,FW,Napoli,it Serie A,21.2,9,62.0,5.2,75.8,3.1,31.0,28.0,69.0,91.0,14.0,20.0,21.0,42.0,1133.0,83.0,38.0,198.0,46.0,32.0,6.0,267.0
2115,Jorge Pombo,"FW,MF",Cadiz,es La Liga,5.8,1,14.0,1.3,76.8,0.4,12.0,6.0,18.0,14.0,4.0,4.0,3.0,8.0,271.0,15.0,13.0,41.0,17.0,2.0,3.0,59.0
2116,Marin Pongracic,DF,Wolfsburg,de Bundesliga,6.4,0,1.0,0.0,85.4,0.0,17.0,0.0,18.0,4.0,9.0,16.0,22.0,36.0,402.0,2.0,1.0,8.0,1.0,0.0,17.0,26.0
2117,Pere Pons,MF,Alaves,es La Liga,13.2,2,9.0,0.8,77.2,1.5,19.0,6.0,22.0,24.0,19.0,18.0,11.0,41.0,512.0,26.0,10.0,29.0,6.0,3.0,13.0,51.0
2118,Nick Pope,GK,Burnley,eng Premier League,32.0,0,0.0,0.0,50.7,0.4,34.0,1.0,1.0,8.0,0.0,0.0,1.0,1.0,1084.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2119,Manolo Portanova,"DF,MF",Genoa,it Serie A,0.7,0,1.0,0.1,77.3,0.0,4.0,1.0,3.0,4.0,1.0,2.0,2.0,5.0,41.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0
2120,Manolo Portanova,"FW,MF",Juventus,it Serie A,0.8,0,5.0,0.6,91.3,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,40.0,2.0,0.0,4.0,1.0,0.0,1.0,4.0
2121,Francisco Portillo,"MF,FW",Getafe,es La Liga,4.6,0,0.0,0.0,74.5,0.5,27.0,7.0,28.0,11.0,3.0,6.0,5.0,10.0,313.0,11.0,8.0,31.0,8.0,2.0,1.0,59.0
2122,Portu,"FW,MF",Real Sociedad,es La Liga,24.3,8,32.0,5.5,68.2,5.1,10.0,19.0,37.0,50.0,14.0,24.0,14.0,32.0,774.0,133.0,16.0,101.0,29.0,22.0,21.0,138.0
2123,Stefan Posch,DF,Hoffenheim,de Bundesliga,23.5,0,10.0,0.8,80.2,0.8,110.0,14.0,121.0,24.0,32.0,50.0,29.0,92.0,1733.0,16.0,8.0,116.0,26.0,0.0,53.0,237.0
2124,Sergio Postigo,DF,Levante,es La Liga,18.0,0,1.0,0.0,85.5,0.0,58.0,2.0,53.0,10.0,13.0,33.0,39.0,61.0,1024.0,2.0,3.0,44.0,6.0,0.0,28.0,97.0
2125,Yussuf Poulsen,FW,RB Leipzig,de Bundesliga,15.0,5,45.0,5.0,71.3,2.8,17.0,13.0,31.0,37.0,2.0,16.0,7.0,14.0,657.0,78.0,26.0,52.0,10.0,11.0,39.0,83.0
2126,Maxime Poundje,DF,Bordeaux,fr Ligue 1,5.5,0,1.0,0.0,72.3,0.1,8.0,3.0,9.0,5.0,3.0,11.0,10.0,19.0,316.0,1.0,11.0,37.0,9.0,0.0,17.0,46.0
2127,Dario Poveda,FW,Getafe,es La Liga,0.1,0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
2128,Alejandro Pozo Pozo,"DF,MF",Eibar,es La Liga,24.3,0,11.0,0.3,72.3,0.8,88.0,23.0,85.0,30.0,26.0,47.0,28.0,71.0,1359.0,17.0,14.0,97.0,22.0,7.0,11.0,182.0
2129,Dennis Praet,"MF,FW",Leicester City,eng Premier League,8.0,1,8.0,0.5,79.2,0.8,10.0,7.0,20.0,13.0,7.0,14.0,9.0,21.0,393.0,26.0,10.0,36.0,11.0,3.0,5.0,56.0
2130,Sanjin Prcic,MF,Strasbourg,fr Ligue 1,3.9,0,7.0,0.3,82.9,0.4,18.0,7.0,21.0,7.0,3.0,9.0,5.0,11.0,273.0,1.0,1.0,18.0,3.0,0.0,4.0,39.0
2131,Nicolas de Preville,"FW,MF",Bordeaux,fr Ligue 1,17.9,1,39.0,4.5,72.0,3.5,47.0,16.0,53.0,65.0,20.0,16.0,13.0,42.0,929.0,72.0,30.0,85.0,33.0,12.0,26.0,138.0
2132,Manuel Prietl,MF,Arminia,de Bundesliga,28.0,1,18.0,0.7,80.0,1.4,62.0,7.0,55.0,31.0,48.0,56.0,38.0,114.0,1253.0,17.0,20.0,59.0,18.0,0.0,37.0,114.0
2133,Grischa Promel,MF,Union Berlin,de Bundesliga,20.2,3,20.0,1.9,77.7,0.8,38.0,3.0,48.0,38.0,27.0,34.0,31.0,71.0,974.0,32.0,13.0,42.0,15.0,4.0,25.0,90.0
2134,Davy Propper,MF,Brighton,eng Premier League,2.4,0,4.0,0.1,76.0,0.0,7.0,5.0,13.0,1.0,5.0,2.0,2.0,9.0,116.0,4.0,0.0,8.0,6.0,0.0,3.0,21.0
2135,Ivan Provedel,GK,Spezia,it Serie A,29.0,0,0.0,0.0,74.1,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2136,Antonio Puertas,"FW,MF",Granada,es La Liga,24.1,3,28.0,4.1,66.0,1.9,29.0,18.0,50.0,39.0,17.0,38.0,17.0,44.0,957.0,70.0,44.0,108.0,24.0,14.0,57.0,158.0
2137,Riqui Puig,MF,Barcelona,es La Liga,3.2,1,4.0,0.3,91.1,0.2,25.0,4.0,21.0,12.0,5.0,2.0,2.0,7.0,377.0,9.0,6.0,46.0,25.0,3.0,1.0,67.0
2138,Erick Pulgar,MF,Fiorentina,it Serie A,22.2,1,16.0,0.8,81.5,1.9,78.0,10.0,75.0,32.0,32.0,45.0,35.0,81.0,1345.0,3.0,11.0,48.0,11.0,0.0,30.0,123.0
2139,Jorge Pulido,DF,Huesca,es La Liga,32.1,1,17.0,2.6,84.4,0.5,84.0,9.0,76.0,19.0,26.0,51.0,35.0,78.0,1911.0,24.0,8.0,109.0,33.0,0.0,64.0,185.0
2140,Christian Pulisic,"FW,MF",Chelsea,eng Premier League,19.3,4,43.0,5.4,80.0,2.8,31.0,40.0,66.0,67.0,17.0,31.0,9.0,34.0,1009.0,117.0,46.0,171.0,54.0,27.0,21.0,237.0
2141,Ignacio Pussetto,FW,Udinese,it Serie A,8.4,3,17.0,2.2,66.3,0.8,5.0,5.0,12.0,19.0,15.0,13.0,10.0,32.0,320.0,51.0,13.0,32.0,13.0,10.0,23.0,44.0
2142,Fabio Quagliarella,FW,Sampdoria,it Serie A,24.5,13,77.0,8.7,68.0,1.5,28.0,11.0,29.0,39.0,8.0,16.0,6.0,18.0,792.0,106.0,16.0,45.0,11.0,9.0,31.0,74.0
2143,Robin Quaison,"FW,MF",Mainz 05,de Bundesliga,16.4,6,34.0,5.1,66.5,2.9,22.0,6.0,23.0,34.0,9.0,14.0,9.0,25.0,513.0,49.0,25.0,38.0,22.0,4.0,23.0,61.0
2144,Domingos Quina,MF,Granada,es La Liga,3.8,2,8.0,0.3,76.0,0.1,5.0,2.0,7.0,11.0,6.0,8.0,4.0,10.0,150.0,10.0,7.0,12.0,5.0,2.0,5.0,19.0
2145,Quini,DF,Granada,es La Liga,13.2,1,8.0,0.3,70.9,0.3,25.0,7.0,21.0,15.0,23.0,21.0,21.0,63.0,666.0,12.0,15.0,35.0,8.0,5.0,24.0,56.0
2146,Quique,"FW,MF",Eibar,es La Liga,1.9,0,4.0,0.3,68.6,0.0,2.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,68.0,6.0,2.0,2.0,1.0,0.0,6.0,4.0
2147,Dani Raba,MF,Villarreal,es La Liga,1.7,0,6.0,0.4,80.2,0.1,4.0,3.0,9.0,8.0,2.0,3.0,2.0,5.0,115.0,5.0,4.0,10.0,4.0,1.0,1.0,19.0
2148,Simone Rabbi,FW,Bologna,it Serie A,0.4,0,0.0,0.0,70.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,19.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0
2149,Adrien Rabiot,MF,Juventus,it Serie A,25.7,4,34.0,3.0,90.4,1.1,117.0,23.0,103.0,42.0,45.0,46.0,31.0,103.0,1760.0,46.0,26.0,142.0,56.0,9.0,40.0,245.0
2150,Uros Racic,MF,Valencia,es La Liga,24.3,1,35.0,1.6,80.4,0.4,105.0,8.0,84.0,35.0,26.0,41.0,20.0,58.0,1335.0,24.0,18.0,79.0,21.0,1.0,76.0,163.0
2151,Anthony Racioppi,GK,Dijon,fr Ligue 1,21.0,0,0.0,0.0,65.7,0.1,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,709.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2152,Nemanja Radoja,MF,Levante,es La Liga,12.5,0,7.0,0.3,88.3,0.3,43.0,8.0,52.0,8.0,11.0,17.0,13.0,31.0,777.0,9.0,6.0,56.0,16.0,0.0,25.0,108.0
2153,Nemanja Radonjic,FW,Marseille,fr Ligue 1,4.4,2,12.0,1.8,60.8,0.4,4.0,4.0,13.0,10.0,8.0,7.0,2.0,13.0,211.0,22.0,8.0,38.0,4.0,8.0,6.0,51.0
2154,Nemanja Radonjic,"FW,DF",Hertha BSC,de Bundesliga,6.8,1,15.0,1.7,63.6,0.9,13.0,10.0,33.0,21.0,5.0,1.0,4.0,10.0,339.0,32.0,22.0,59.0,14.0,14.0,3.0,92.0
2155,Aleksandar Radovanovic,DF,Lens,fr Ligue 1,1.0,0,0.0,0.0,71.4,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,51.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
2156,Ivan Radovanovic,"DF,MF",Genoa,it Serie A,24.8,0,6.0,0.4,85.9,0.1,51.0,1.0,34.0,7.0,22.0,49.0,33.0,65.0,1357.0,4.0,6.0,50.0,1.0,0.0,58.0,84.0
2157,Ionut Radu,GK,Inter,it Serie A,1.5,0,0.0,0.0,96.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
