Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,OG,Matches
2143,Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Torino,it Serie A,28-219,1992,12.4,14,1.13,12,0,0,2,0,0,3,0.24,3,0,0,0,0,0,0,Matches
2144,Víctor Rodríguez\Victor-Rodriguez,es ESP,MF,Elche,es La Liga,31-252,1989,3.6,5,1.37,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2145,Rodrygo\Rodrygo,br BRA,FW,Real Madrid,es La Liga,20-082,2001,6.0,25,4.15,20,0,2,1,1,1,5,0.83,5,0,0,0,0,0,0,Matches
2146,Marko Rog\Marko-Rog,hr CRO,MF,Cagliari,it Serie A,25-256,1995,12.9,22,1.70,18,1,0,0,2,1,1,0.08,0,0,0,0,1,0,0,Matches
2147,Rogério\Rogerio,br BRA,DF,Sassuolo,it Serie A,23-078,1998,15.6,20,1.28,16,2,1,1,0,0,1,0.06,1,0,0,0,0,0,0,Matches
2148,Luis Rojas\Luis-Rojas,cl CHI,FWMF,Crotone,it Serie A,19-026,2002,0.2,1,4.50,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2149,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,26-079,1995,20.0,13,0.65,11,0,0,2,0,0,4,0.20,4,0,0,0,0,0,0,Matches
2150,Cristian Romero\Cristian-Romero,ar ARG,DF,Atalanta,it Serie A,22-339,1998,19.8,14,0.71,10,0,1,1,1,1,4,0.20,3,0,1,0,0,0,0,Matches
2151,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,29-189,1991,19.2,34,1.77,29,0,0,0,2,3,4,0.21,4,0,0,0,0,0,0,Matches
2152,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Juventus,it Serie A,36-055,1985,22.4,83,3.71,46,1,12,12,11,1,9,0.40,4,0,2,2,1,0,0,Matches
2153,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,es La Liga,34-050,1987,12.5,14,1.12,11,1,1,1,0,0,2,0.16,1,0,0,1,0,0,0,Matches
2154,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Marseille,fr Ligue 1,26-115,1994,18.5,30,1.62,23,0,0,3,2,2,4,0.22,3,0,0,0,0,1,0,Matches
2155,Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,it Serie A,30-003,1991,23.6,47,1.99,44,2,0,0,0,1,4,0.17,4,0,0,0,0,0,0,Matches
2156,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,28-085,1993,10.5,18,1.71,16,0,1,1,0,0,3,0.29,2,0,1,0,0,0,0,Matches
2157,Nolan Roux\Nolan-Roux,fr FRA,FW,Nîmes,fr Ligue 1,33-031,1988,7.2,7,0.98,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
2158,Nicolò Rovella\Nicolo-Rovella,it ITA,MF,Genoa,it Serie A,19-118,2001,9.2,15,1.64,11,1,0,0,3,0,0,0.00,0,0,0,0,0,0,0,Matches
2159,Amir Rrahmani\Amir-Rrahmani,xk KVX,DF,Napoli,it Serie A,27-036,1994,5.9,1,0.17,0,0,0,0,1,0,1,0.17,0,0,0,0,1,0,0,Matches
2160,Rubén\Ruben,es ESP,GKMF,Osasuna,es La Liga,36-283,1984,2.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2161,Waldo Rubio\Waldo-Rubio,es ESP,FW,Valladolid,es La Liga,25-227,1995,4.0,5,1.26,3,0,0,1,0,1,1,0.25,1,0,0,0,0,0,0,Matches
2162,John Ruddy\John-Ruddy,eng ENG,GK,Wolves,eng Premier League,34-159,1986,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2163,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,eng Premier League,28-029,1993,13.0,10,0.77,9,1,0,0,0,0,1,0.08,1,0,0,0,0,0,0,Matches
2164,Sebastian Rudy\Sebastian-Rudy,de GER,MFDF,Hoffenheim,de Bundesliga,31-032,1990,17.3,52,3.00,33,18,1,0,0,0,5,0.29,4,1,0,0,0,0,0,Matches
2165,Sebastian Rudy\Sebastian-Rudy,de GER,DF,Schalke 04,de Bundesliga,31-032,1990,2.0,4,2.00,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2166,Kevin Rüegg\Kevin-Ruegg,ch SUI,MFDF,Hellas Verona,it Serie A,22-239,1998,1.3,1,0.74,0,0,0,0,1,0,1,0.74,0,0,0,0,1,0,0,Matches
2167,Daniele Rugani\Daniele-Rugani,it ITA,DF,Cagliari,it Serie A,26-246,1994,7.3,2,0.27,1,0,0,0,0,1,1,0.14,1,0,0,0,0,0,0,Matches
2168,Daniele Rugani\Daniele-Rugani,it ITA,DF,Rennes,fr Ligue 1,26-246,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2169,Matteo Ruggeri\Matteo-Ruggeri,it ITA,DF,Atalanta,it Serie A,18-264,2002,2.3,4,1.73,4,0,0,0,0,0,1,0.43,1,0,0,0,0,0,0,Matches
2170,Mário Rui\Mario-Rui,pt POR,DF,Napoli,it Serie A,29-309,1991,14.8,40,2.69,29,8,1,0,2,0,5,0.34,4,1,0,0,0,0,0,Matches
2171,Aitor Ruibal\Aitor-Ruibal,es ESP,FWMF,Betis,es La Liga,25-010,1996,12.3,46,3.73,34,0,6,3,1,2,2,0.16,2,0,0,0,0,0,0,Matches
2172,Fabián Ruiz Peña\Fabian-Ruiz-Pena,es ESP,MF,Napoli,it Serie A,24-363,1996,18.6,71,3.81,62,0,0,4,1,4,5,0.27,4,0,0,0,1,0,0,Matches
2173,Isma Ruiz\Isma-Ruiz,es ESP,MF,Granada,es La Liga,20-046,2001,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2174,Kays Ruiz\Kays-Ruiz,ma MAR,FWMF,Paris S-G,fr Ligue 1,18-218,2002,2.1,5,2.42,4,0,0,0,1,0,1,0.48,1,0,0,0,0,0,0,Matches
2175,Víctor Ruiz\Victor-Ruiz,es ESP,DF,Betis,es La Liga,32-066,1989,16.0,3,0.19,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2176,Georginio Rutter\Georginio-Rutter,fr FRA,FWMF,Rennes,fr Ligue 1,18-346,2002,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2177,Georginio Rutter\Georginio-Rutter,fr FRA,FWMF,Hoffenheim,de Bundesliga,18-346,2002,0.3,2,6.43,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2178,Mathew Ryan\Mathew-Ryan,au AUS,GK,Arsenal,eng Premier League,28-358,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2179,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,eng Premier League,28-358,1992,11.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2180,Julian Ryerson\Julian-Ryerson,no NOR,DF,Union Berlin,de Bundesliga,23-135,1997,8.5,11,1.30,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2181,Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,Schalke 04,de Bundesliga,28-240,1992,9.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2182,João Victor Santos Sá\Joao-Victor-Santos-Sa,br BRA,FW,Wolfsburg,de Bundesliga,27-005,1994,4.0,14,3.53,10,0,1,2,0,1,1,0.25,1,0,0,0,0,0,0,Matches
2183,Roli Pereira de Sa\Roli-Pereira-de-Sa,fr FRA,MF,Nantes,fr Ligue 1,24-112,1996,0.1,1,15.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2184,Idriss Saadi\Idriss-Saadi,dz ALG,FWMF,Strasbourg,fr Ligue 1,29-052,1992,1.4,2,1.44,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2185,Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,28-027,1993,24.4,50,2.05,33,2,6,3,6,0,9,0.37,5,1,0,1,2,0,0,Matches
2186,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MF,RB Leipzig,de Bundesliga,27-015,1994,16.6,47,2.83,43,0,0,3,1,0,4,0.24,3,0,0,1,0,0,0,Matches
2187,Alexis Saelemaekers\Alexis-Saelemaekers,be BEL,FW,Milan,it Serie A,21-278,1999,15.7,48,3.06,40,0,3,0,4,1,4,0.25,3,0,0,0,1,0,0,Matches
2188,Modibo Sagnan\Modibo-Sagnan,ml MLI,DF,Real Sociedad,es La Liga,21-352,1999,5.7,2,0.35,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2189,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Newcastle Utd,eng Premier League,24-020,1997,10.6,33,3.11,23,1,6,0,3,0,7,0.66,6,0,1,0,0,0,0,Matches
2190,Borja Sainz\Borja-Sainz,es ESP,MFFW,Alavés,es La Liga,20-059,2001,4.3,5,1.17,3,0,1,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2191,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,eng Premier League,31-006,1990,19.7,11,0.56,8,1,1,1,0,0,1,0.05,1,0,0,0,0,0,0,Matches
2192,Bukayo Saka\Bukayo-Saka,eng ENG,FWDF,Arsenal,eng Premier League,19-208,2001,23.0,82,3.57,50,9,8,7,8,0,9,0.39,6,0,1,0,2,0,0,Matches
2193,Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,fr Ligue 1,30-354,1990,23.2,31,1.34,28,2,1,0,0,0,3,0.13,2,1,0,0,0,0,0,Matches
2194,Moïse Sakava\Moise-Sakava,cm CMR,MF,Reims,fr Ligue 1,20-096,2000,0.1,1,11.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2195,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,eng Premier League,31-047,1990,3.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2196,Jacopo Sala\Jacopo-Sala,it ITA,DF,Spezia,it Serie A,29-117,1991,4.2,6,1.44,6,0,0,0,0,0,1,0.24,1,0,0,0,0,0,0,Matches
2197,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,eng Premier League,28-290,1992,26.0,80,3.07,58,1,3,9,7,2,10,0.38,6,0,0,2,2,0,0,Matches
2198,Eddy Salcedo\Eddy-Salcedo,it ITA,FW,Hellas Verona,it Serie A,19-182,2001,4.8,7,1.47,4,0,1,0,2,0,2,0.42,1,0,0,0,1,0,0,Matches
2199,William Saliba\William-Saliba,fr FRA,DF,Nice,fr Ligue 1,20-008,2001,12.0,1,0.08,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2200,Romain Salin\Romain-Salin,fr FRA,GK,Rennes,fr Ligue 1,36-246,1984,15.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2201,Mohammed Salisu\Mohammed-Salisu,gh GHA,DF,Southampton,eng Premier League,21-349,1999,3.9,2,0.51,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2202,Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,23-314,1997,13.1,23,1.76,16,1,0,2,4,0,5,0.38,3,0,0,1,1,0,0,Matches
2203,Salvi\Salvi,es ESP,MFFW,Cádiz,es La Liga,30-002,1991,17.7,22,1.24,14,5,1,0,2,0,0,0.00,0,0,0,0,0,0,0,Matches
2204,Lazar Samardzic\Lazar-Samardzic,de GER,MFFW,RB Leipzig,de Bundesliga,19-036,2002,2.0,4,1.96,3,0,1,0,0,0,1,0.49,1,0,0,0,0,0,0,Matches
2205,Diadie Samassékou\Diadie-Samassekou,ml MLI,MF,Hoffenheim,de Bundesliga,25-080,1996,22.4,26,1.16,20,1,1,2,0,2,6,0.27,5,0,0,1,0,0,0,Matches
2206,Mama Samba Baldé\Mama-Samba-Balde,gw GNB,FW,Dijon,fr Ligue 1,25-146,1995,19.7,40,2.03,22,0,5,5,6,2,2,0.10,1,0,1,0,0,0,0,Matches
2207,Junior Sambia\Junior-Sambia,fr FRA,DFMF,Montpellier,fr Ligue 1,24-206,1996,21.1,55,2.61,45,1,3,0,6,0,12,0.57,10,0,0,0,2,0,0,Matches
2208,Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,35-009,1986,10.7,25,2.33,16,9,0,0,0,0,2,0.19,2,0,0,0,0,0,0,Matches
2209,Fede San Emeterio\Fede-San-Emeterio,es ESP,MF,Valladolid,es La Liga,24-016,1997,13.2,8,0.60,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
2210,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Torino,it Serie A,25-028,1996,2.9,7,2.40,6,0,0,0,1,0,2,0.69,2,0,0,0,0,0,0,Matches
2211,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,es La Liga,25-028,1996,10.4,16,1.55,14,0,0,2,0,0,3,0.29,3,0,0,0,0,0,0,Matches
2212,Oihan Sancet\Oihan-Sancet,es ESP,FWMF,Athletic Club,es La Liga,20-341,2000,4.4,8,1.80,7,0,0,0,1,0,2,0.45,2,0,0,0,0,0,0,Matches
2213,Renato Sanches\Renato-Sanches,pt POR,MF,Lille,fr Ligue 1,23-226,1997,10.3,25,2.43,18,4,0,2,1,0,3,0.29,2,0,0,1,0,0,0,Matches
2214,Juan Sánchez Miño\Juan-Sanchez-Mino,ar ARG,DFMF,Elche,es La Liga,31-090,1990,5.5,2,0.36,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2215,Alexis Sánchez\Alexis-Sanchez,cl CHI,FW,Inter,it Serie A,32-103,1988,9.4,50,5.29,38,5,2,3,2,0,10,1.06,8,1,1,0,0,0,0,Matches
2216,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,eng Premier League,24-293,1996,14.5,5,0.34,3,1,0,1,0,0,1,0.07,1,0,0,0,0,0,0,Matches
2217,Germán Sánchez\German-Sanchez,es ESP,DF,Granada,es La Liga,34-152,1986,20.3,2,0.10,2,0,0,0,0,0,1,0.05,1,0,0,0,0,0,0,Matches
2218,Javi Sánchez\Javi-Sanchez,es ESP,DF,Valladolid,es La Liga,24-018,1997,6.4,3,0.47,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
2219,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Osasuna,es La Liga,20-220,2000,5.2,10,1.91,8,0,1,0,0,1,1,0.19,1,0,0,0,0,0,0,Matches
2220,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Atlético Madrid,es La Liga,20-220,2000,0.5,1,1.84,1,0,0,0,0,0,1,1.84,1,0,0,0,0,0,0,Matches
2221,Robert Sánchez\Robert-Sanchez,es ESP,GK,Brighton,eng Premier League,23-134,1997,18.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2222,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,21-007,2000,19.7,104,5.29,74,19,6,2,2,1,19,0.97,14,1,1,1,2,0,0,Matches
2223,Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,it Serie A,30-065,1991,10.2,24,2.36,20,0,1,1,2,0,5,0.49,5,0,0,0,0,0,0,Matches
2224,Leroy Sané\Leroy-Sane,de GER,FWMF,Bayern Munich,de Bundesliga,25-080,1996,15.4,68,4.41,52,2,11,2,1,0,19,1.23,17,0,1,1,0,0,0,Matches
2225,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,de Bundesliga,30-219,1990,8.5,6,0.71,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2226,Oier Sanjurjo\Oier-Sanjurjo,es ESP,MF,Osasuna,es La Liga,34-311,1986,19.1,25,1.31,19,0,0,0,2,4,4,0.21,3,0,0,0,0,1,0,Matches
2227,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Aston Villa,eng Premier League,26-226,1994,2.5,3,1.18,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2228,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,fr Ligue 1,26-226,1994,9.2,17,1.85,12,1,0,2,1,1,4,0.44,2,1,0,0,1,0,0,Matches
2229,Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Bologna,it Serie A,29-203,1991,9.2,46,4.98,30,6,2,1,6,1,3,0.32,1,1,0,0,1,0,0,Matches
2230,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,fr Ligue 1,26-023,1995,3.0,8,2.67,6,0,0,1,1,0,0,0.00,0,0,0,0,0,0,0,Matches
2231,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Freiburg,de Bundesliga,26-023,1995,19.7,28,1.42,21,0,1,3,2,1,3,0.15,2,0,0,1,0,0,0,Matches
2232,Federico Santander\Federico-Santander,py PAR,FW,Bologna,it Serie A,29-301,1991,0.4,4,9.73,1,0,0,2,1,0,1,2.43,1,0,0,0,0,0,0,Matches
2233,Davide Santon\Davide-Santon,it ITA,DF,Roma,it Serie A,30-089,1991,2.8,2,0.73,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2234,Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,26-117,1994,20.7,19,0.92,15,1,1,0,1,1,0,0.00,0,0,0,0,0,0,0,Matches
2235,Riccardo Saponara\Riccardo-Saponara,it ITA,FW,Fiorentina,it Serie A,29-101,1991,0.6,1,1.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2236,Riccardo Saponara\Riccardo-Saponara,it ITA,FW,Spezia,it Serie A,29-101,1991,2.2,6,2.67,2,0,2,0,2,0,1,0.45,0,0,0,0,1,0,0,Matches
2237,Ivan Šaponjić\Ivan-Saponjic,rs SRB,FW,Cádiz,es La Liga,23-242,1997,1.5,3,2.06,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
2238,Pablo Sarabia\Pablo-Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,28-325,1992,11.4,40,3.51,33,1,1,4,1,0,6,0.53,5,0,0,1,0,0,0,Matches
2239,Josh Sargent\Josh-Sargent,us USA,FW,Werder Bremen,de Bundesliga,21-040,2000,22.0,45,2.05,30,0,4,4,6,1,4,0.18,1,0,0,1,1,1,0,Matches
2240,Bouna Sarr\Bouna-Sarr,gn GUI,DF,Marseille,fr Ligue 1,29-060,1992,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2241,Bouna Sarr\Bouna-Sarr,gn GUI,DF,Bayern Munich,de Bundesliga,29-060,1992,3.7,6,1.62,5,0,1,0,0,0,3,0.81,3,0,0,0,0,0,0,Matches
2242,Sidy Sarr\Sidy-Sarr,sn SEN,MF,Nîmes,fr Ligue 1,24-300,1996,3.7,3,0.81,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2243,Marco Sau\Marco-Sau,it ITA,MFFW,Benevento,it Serie A,33-149,1987,7.4,30,4.08,17,10,0,1,2,0,4,0.54,2,1,0,0,1,0,0,Matches
2244,Téji Savanier\Teji-Savanier,fr FRA,MF,Montpellier,fr Ligue 1,29-100,1991,20.2,109,5.39,39,38,9,10,8,5,10,0.49,3,3,1,2,1,0,0,Matches
2245,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,30-083,1991,25.0,9,0.36,8,0,0,1,0,0,2,0.08,1,0,0,1,0,0,0,Matches
2246,Romaine Sawyers\Romaine-Sawyers,kn SKN,MF,West Brom,eng Premier League,29-150,1991,16.5,13,0.79,12,0,0,0,1,0,2,0.12,2,0,0,0,0,0,0,Matches
2247,Gianluca Scamacca\Gianluca-Scamacca,it ITA,FW,Genoa,it Serie A,22-090,1999,10.5,25,2.38,18,0,1,3,1,2,2,0.19,2,0,0,0,0,0,0,Matches
2248,Dane Scarlett\Dane-Scarlett,eng ENG,FW,Tottenham,eng Premier League,17-008,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2249,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,eng Premier League,29-102,1991,13.4,9,0.67,7,0,0,0,1,1,1,0.07,1,0,0,0,0,0,0,Matches
2250,Aurélien Scheidler\Aurelien-Scheidler,fr FRA,FW,Dijon,fr Ligue 1,22-301,1998,3.8,6,1.58,4,0,0,1,0,1,1,0.26,0,0,0,1,0,0,0,Matches
2251,Nicolás Schiappacasse\Nicolas-Schiappacasse,uy URU,MF,Sassuolo,it Serie A,22-079,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2252,Pasquale Schiattarella\Pasquale-Schiattarella,it ITA,MF,Benevento,it Serie A,33-306,1987,20.4,44,2.16,39,1,1,1,1,1,1,0.05,1,0,0,0,0,0,0,Matches
2253,Patrik Schick\Patrik-Schick,cz CZE,FW,Leverkusen,de Bundesliga,25-067,1996,15.1,36,2.39,27,0,5,3,1,0,4,0.27,3,0,1,0,0,0,0,Matches
2254,Sven Schipplock\Sven-Schipplock,de GER,FWMF,Arminia,de Bundesliga,32-144,1988,7.6,16,2.11,11,0,1,0,3,1,1,0.13,1,0,0,0,0,0,0,Matches
2255,Xaver Schlager\Xaver-Schlager,at AUT,MF,Wolfsburg,de Bundesliga,23-185,1997,21.6,36,1.67,29,1,0,3,1,2,4,0.19,3,0,0,1,0,0,0,Matches
2256,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,23-338,1997,14.1,5,0.36,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2257,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,21-121,1999,8.3,10,1.20,8,0,0,1,0,1,1,0.12,1,0,0,0,0,0,0,Matches
2258,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,28-099,1992,11.4,25,2.19,19,0,2,1,3,0,4,0.35,2,0,0,1,1,0,0,Matches
2259,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,eng Premier League,34-147,1986,29.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2260,Jonathan Schmid\Jonathan-Schmid,fr FRA,DFMF,Freiburg,de Bundesliga,30-279,1990,20.0,41,2.05,30,5,2,2,1,1,5,0.25,3,1,0,0,0,1,0,Matches
2261,Romano Schmid\Romano-Schmid,at AUT,FWMF,Werder Bremen,de Bundesliga,21-064,2000,10.2,25,2.44,20,1,1,1,2,0,6,0.59,5,0,0,0,1,0,0,Matches
2262,Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,de Bundesliga,26-135,1994,1.4,1,0.71,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2263,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,31-144,1989,19.5,21,1.08,19,0,1,0,0,1,2,0.10,2,0,0,0,0,0,0,Matches
2264,Alessandro Schöpf\Alessandro-Schopf,at AUT,FWMF,Schalke 04,de Bundesliga,27-053,1994,9.5,14,1.48,9,1,2,1,1,0,0,0.00,0,0,0,0,0,0,0,Matches
2265,Jerdy Schouten\Jerdy-Schouten,nl NED,MF,Bologna,it Serie A,24-079,1997,20.6,29,1.41,25,1,2,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
2266,Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,de Bundesliga,28-000,1993,4.8,5,1.04,5,0,0,0,0,0,3,0.62,3,0,0,0,0,0,0,Matches
2267,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Hertha BSC,de Bundesliga,28-303,1992,18.0,1,0.06,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2268,Matteo Scozzarella\Matteo-Scozzarella,it ITA,MF,Parma,it Serie A,32-300,1988,1.7,7,4.12,3,4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2269,Jacopo Segre\Jacopo-Segre,it ITA,MF,Torino,it Serie A,24-043,1997,2.1,5,2.36,3,0,0,2,0,0,1,0.47,0,0,0,1,0,0,0,Matches
2270,Davie Selke\Davie-Selke,de GER,FW,Werder Bremen,de Bundesliga,26-071,1995,4.7,6,1.28,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2271,Malik Sellouki\Malik-Sellouki,fr FRA,FWMF,Nice,fr Ligue 1,21-011,2000,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2272,Nélson Semedo\Nelson-Semedo,pt POR,DF,Wolves,eng Premier League,27-136,1993,25.5,42,1.65,35,1,1,3,1,1,5,0.20,4,0,0,1,0,0,0,Matches
2273,Léo Sena\Leo-Sena,br BRA,MF,Spezia,it Serie A,25-091,1995,5.3,9,1.70,6,1,0,0,1,1,1,0.19,0,0,0,0,0,1,0,Matches
2274,Stefano Sensi\Stefano-Sensi,it ITA,MF,Inter,it Serie A,25-239,1995,3.3,16,4.88,10,2,1,2,1,0,4,1.22,0,2,0,2,0,0,0,Matches
2275,Jaime Seoane\Jaime-Seoane,es ESP,MF,Huesca,es La Liga,24-069,1997,15.7,19,1.21,15,1,1,1,1,0,0,0.00,0,0,0,0,0,0,0,Matches
2276,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,29-328,1991,28.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2277,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,23-355,1997,17.5,28,1.60,22,1,1,1,2,1,2,0.11,2,0,0,0,0,0,0,Matches
2278,Jean Seri\Jean-Seri,ci CIV,MF,Bordeaux,fr Ligue 1,29-256,1991,5.7,7,1.22,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2279,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Hoffenheim,de Bundesliga,20-318,2000,10.6,16,1.52,14,0,1,1,0,0,2,0.19,2,0,0,0,0,0,0,Matches
2280,Nils Seufert\Nils-Seufert,de GER,MFFW,Arminia,de Bundesliga,24-057,1997,3.8,6,1.57,4,1,0,0,1,0,1,0.26,1,0,0,0,0,0,0,Matches
2281,Edgar Sevikyan\Edgar-Sevikyan,ru RUS,MF,Levante,es La Liga,19-236,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2282,Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,FWMF,Roma,it Serie A,28-156,1992,3.3,17,5.22,11,0,3,1,1,1,0,0.00,0,0,0,0,0,0,0,Matches
2283,Jamie Shackleton\Jamie-Shackleton,eng ENG,MFDF,Leeds United,eng Premier League,21-175,1999,5.1,6,1.17,6,0,0,0,0,0,1,0.20,1,0,0,0,0,0,0,Matches
2284,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MFFW,Liverpool,eng Premier League,29-173,1991,5.8,26,4.48,24,2,0,0,0,0,3,0.52,3,0,0,0,0,0,0,Matches
