,Player,Pos,Squad,Comp,90s,Gls,Sh,npxG,Cmp%,xA,1/3_x,PPA,Prog_x,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,SCA,TklW,Blocks,Int,Tkl+Int,Touches,Att Pen,Succ,Prog_y,1/3_y,CPA,Won,Prog+,Season
2258,Sidy Sarr,MF,Nimes,fr Ligue 1,12.9,0,20.0,1.5,72.7,1.7,33.0,5.0,34.0,,,,,,,,,,,,,,,,,,,23.0,27.0,19.0,7.0,46.0,647.0,27.0,12.0,34.0,6.0,0.0,87.0,68.0,2021
2259,Joan Sastre Vanrell,DF,Mallorca,es La Liga,15.1,0,16.0,0.5,68.5,1.4,31.0,28.0,55.0,,,,,,,,,,,,,,,,,,,28.0,17.0,16.0,17.0,42.0,817.0,15.0,2.0,83.0,31.0,5.0,7.0,138.0,2021
2260,Teji Savanier,MF,Montpellier,fr Ligue 1,16.9,6,29.0,1.0,74.8,2.0,91.0,10.0,101.0,,,,,,,,,,,,,,,,,,,57.0,37.0,16.0,26.0,85.0,1161.0,9.0,28.0,93.0,36.0,2.0,24.0,194.0,2021
2261,Stefan Savic,DF,Atletico Madrid,es La Liga,22.0,0,2.0,0.1,83.4,0.1,63.0,4.0,64.0,,,,,,,,,,,,,,,,,,,5.0,8.0,26.0,9.0,25.0,1226.0,6.0,4.0,45.0,5.0,0.0,60.0,109.0,2021
2262,Fabian Schar,"DF,MF",Newcastle Utd,eng Premier League,18.6,2,19.0,1.1,75.1,0.2,72.0,4.0,46.0,,,,,,,,,,,,,,,,,,,16.0,27.0,44.0,32.0,81.0,1016.0,15.0,16.0,57.0,13.0,2.0,35.0,103.0,2021
2263,Louis Schaub,MF,Koln,de Bundesliga,6.9,1,9.0,0.6,78.3,1.4,17.0,3.0,20.0,,,,,,,,,,,,,,,,,,,24.0,9.0,13.0,4.0,18.0,384.0,23.0,20.0,38.0,10.0,7.0,6.0,58.0,2021
2264,Ezequiel Schelotto,DF,Brighton,eng Premier League,4.0,0,5.0,0.3,71.6,0.0,4.0,3.0,9.0,,,,,,,,,,,,,,,,,,,3.0,5.0,7.0,3.0,9.0,232.0,10.0,6.0,19.0,10.0,1.0,8.0,28.0,2021
2265,Patrik Schick,FW,RB Leipzig,de Bundesliga,14.4,10,49.0,6.0,68.3,3.0,13.0,6.0,19.0,,,,,,,,,,,,,,,,,,,37.0,4.0,14.0,5.0,12.0,534.0,107.0,20.0,25.0,8.0,6.0,51.0,44.0,2021
2266,Julian Schieber,FW,Augsburg,de Bundesliga,0.5,0,1.0,0.1,78.6,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,1.0,17.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,2021
2267,Kingsley Schindler,"FW,MF",Koln,de Bundesliga,9.4,0,14.0,1.0,62.5,0.8,10.0,17.0,22.0,,,,,,,,,,,,,,,,,,,21.0,4.0,18.0,0.0,5.0,372.0,35.0,11.0,30.0,6.0,3.0,10.0,52.0,2021
2268,Xaver Schlager,MF,Wolfsburg,de Bundesliga,19.1,1,32.0,1.4,78.2,2.2,58.0,9.0,65.0,,,,,,,,,,,,,,,,,,,36.0,44.0,32.0,12.0,68.0,928.0,35.0,24.0,101.0,38.0,8.0,21.0,166.0,2021
2269,Keven Schlotterbeck,DF,Union Berlin,de Bundesliga,21.5,0,10.0,0.4,81.1,0.0,38.0,4.0,38.0,,,,,,,,,,,,,,,,,,,5.0,38.0,70.0,23.0,84.0,1114.0,10.0,6.0,22.0,4.0,0.0,64.0,60.0,2021
2270,Nico Schlotterbeck,DF,Freiburg,de Bundesliga,4.1,0,3.0,0.1,78.4,0.3,11.0,0.0,15.0,,,,,,,,,,,,,,,,,,,5.0,5.0,7.0,4.0,12.0,247.0,6.0,4.0,16.0,1.0,2.0,23.0,31.0,2021
2271,Jeffrey Schlupp,MF,Crystal Palace,eng Premier League,11.5,3,18.0,1.7,74.9,1.1,30.0,4.0,28.0,,,,,,,,,,,,,,,,,,,13.0,6.0,25.0,7.0,27.0,496.0,33.0,13.0,39.0,15.0,7.0,19.0,67.0,2021
2272,Kasper Schmeichel,GK,Leicester City,eng Premier League,38.0,0,1.0,0.0,76.7,0.5,4.0,0.0,2.0,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,1.0,1.0,1245.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2021
2273,Marcel Schmelzer,"DF,FW",Dortmund,de Bundesliga,0.7,1,2.0,0.6,78.8,0.2,3.0,2.0,6.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,1.0,1.0,58.0,3.0,0.0,4.0,1.0,0.0,4.0,10.0,2021
2274,Jonathan Schmid,DF,Freiburg,de Bundesliga,31.5,5,43.0,2.9,75.8,2.5,85.0,29.0,138.0,,,,,,,,,,,,,,,,,,,67.0,31.0,60.0,21.0,68.0,1906.0,52.0,13.0,137.0,53.0,10.0,34.0,275.0,2021
2275,Manuel Schmiedebach,MF,Union Berlin,de Bundesliga,2.0,0,0.0,0.0,77.4,0.0,9.0,1.0,5.0,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,4.0,7.0,69.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,2021
2276,Benno Schmitz,DF,Koln,de Bundesliga,12.9,0,2.0,0.1,71.7,1.0,70.0,20.0,81.0,,,,,,,,,,,,,,,,,,,25.0,14.0,23.0,11.0,42.0,884.0,8.0,2.0,60.0,21.0,1.0,22.0,141.0,2021
2277,Morgan Schneiderlin,MF,Everton,eng Premier League,11.1,0,6.0,0.3,87.1,0.2,58.0,7.0,60.0,,,,,,,,,,,,,,,,,,,17.0,19.0,22.0,12.0,44.0,681.0,7.0,3.0,34.0,8.0,0.0,18.0,94.0,2021
2278,Lasse Schone,MF,Genoa,it Serie A,27.0,2,34.0,2.2,84.4,3.2,107.0,22.0,129.0,,,,,,,,,,,,,,,,,,,74.0,28.0,38.0,34.0,80.0,1906.0,29.0,38.0,118.0,39.0,2.0,21.0,247.0,2021
2279,Sebastian Schonlau,DF,Paderborn 07,de Bundesliga,23.0,2,11.0,1.1,89.8,0.0,40.0,0.0,70.0,,,,,,,,,,,,,,,,,,,13.0,35.0,54.0,30.0,96.0,1760.0,13.0,9.0,45.0,4.0,0.0,57.0,115.0,2021
2280,Alessandro Schopf,MF,Schalke 04,de Bundesliga,15.9,0,14.0,1.3,83.5,0.8,27.0,5.0,30.0,,,,,,,,,,,,,,,,,,,27.0,22.0,24.0,15.0,46.0,869.0,35.0,26.0,74.0,29.0,4.0,6.0,104.0,2021
2281,Jerdy Schouten,MF,Bologna,it Serie A,12.0,0,7.0,0.1,84.3,0.4,48.0,8.0,51.0,,,,,,,,,,,,,,,,,,,24.0,21.0,25.0,26.0,52.0,680.0,2.0,26.0,33.0,7.0,1.0,25.0,84.0,2021
2282,Markus Schubert,GK,Schalke 04,de Bundesliga,8.2,0,0.0,0.0,60.9,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,0.0,1.0,1.0,1.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
2283,Nico Schulz,DF,Dortmund,de Bundesliga,6.6,1,6.0,0.4,85.7,0.2,21.0,5.0,27.0,,,,,,,,,,,,,,,,,,,11.0,8.0,12.0,4.0,19.0,515.0,19.0,6.0,55.0,19.0,7.0,2.0,82.0,2021
2284,Alexander Schwolow,GK,Freiburg,de Bundesliga,23.2,0,0.0,0.0,68.2,0.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,1058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
2285,Matteo Scozzarella,MF,Parma,it Serie A,10.2,0,4.0,0.1,79.1,1.2,40.0,5.0,39.0,,,,,,,,,,,,,,,,,,,25.0,15.0,28.0,17.0,39.0,619.0,2.0,8.0,30.0,2.0,0.0,3.0,69.0,2021
2286,Aleksandar Sedlar,DF,Mallorca,es La Liga,9.0,0,1.0,0.0,81.5,0.0,21.0,0.0,13.0,,,,,,,,,,,,,,,,,,,6.0,8.0,24.0,10.0,26.0,483.0,3.0,4.0,18.0,2.0,0.0,25.0,31.0,2021
2287,Davie Selke,FW,Hertha BSC,de Bundesliga,10.7,1,19.0,2.6,60.0,0.4,7.0,4.0,11.0,,,,,,,,,,,,,,,,,,,18.0,3.0,7.0,1.0,5.0,366.0,39.0,7.0,21.0,11.0,5.0,70.0,32.0,2021
2288,Davie Selke,FW,Werder Bremen,de Bundesliga,5.1,0,13.0,1.3,67.4,0.2,4.0,2.0,7.0,,,,,,,,,,,,,,,,,,,8.0,3.0,3.0,0.0,4.0,206.0,30.0,4.0,10.0,1.0,5.0,36.0,17.0,2021
2289,Matz Sels,GK,Strasbourg,fr Ligue 1,27.0,0,0.0,0.0,67.7,0.2,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
2290,Ken Sema,"DF,MF",Udinese,it Serie A,27.3,2,16.0,0.5,72.4,3.9,35.0,44.0,73.0,,,,,,,,,,,,,,,,,,,72.0,27.0,46.0,13.0,61.0,1352.0,57.0,49.0,130.0,38.0,23.0,16.0,203.0,2021
2291,Nelson Semedo,DF,Barcelona,es La Liga,23.3,1,8.0,1.0,89.4,2.1,92.0,23.0,87.0,,,,,,,,,,,,,,,,,,,33.0,37.0,42.0,21.0,75.0,1904.0,57.0,45.0,197.0,71.0,17.0,14.0,284.0,2021
2292,Alessandro Semprini,DF,Brescia,it Serie A,7.0,1,2.0,0.8,76.7,0.4,18.0,6.0,38.0,,,,,,,,,,,,,,,,,,,11.0,3.0,20.0,3.0,13.0,424.0,4.0,5.0,35.0,12.0,0.0,7.0,73.0,2021
2293,Josep Sene,MF,Mallorca,es La Liga,1.7,0,1.0,0.1,92.8,0.1,4.0,1.0,6.0,,,,,,,,,,,,,,,,,,,6.0,1.0,2.0,0.0,3.0,99.0,2.0,4.0,9.0,1.0,1.0,1.0,15.0,2021
2294,Stefano Sensi,"MF,FW",Inter,it Serie A,8.0,3,29.0,1.7,81.9,0.9,37.0,17.0,52.0,,,,,,,,,,,,,,,,,,,42.0,11.0,18.0,4.0,19.0,626.0,23.0,13.0,60.0,15.0,5.0,3.0,112.0,2021
2295,Luigi Sepe,GK,Parma,it Serie A,34.0,0,0.0,0.0,73.9,0.4,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,1.0,1210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
2296,Suat Serdar,MF,Schalke 04,de Bundesliga,17.8,7,37.0,3.0,77.5,1.0,41.0,9.0,47.0,,,,,,,,,,,,,,,,,,,33.0,46.0,38.0,20.0,84.0,778.0,34.0,46.0,85.0,23.0,7.0,15.0,132.0,2021
2297,Ryan Sessegnon,DF,Tottenham,eng Premier League,3.8,0,1.0,0.1,74.4,0.1,13.0,2.0,17.0,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,4.0,9.0,238.0,9.0,2.0,26.0,8.0,2.0,6.0,43.0,2021
2298,Salva Sevilla,MF,Mallorca,es La Liga,28.5,5,31.0,1.5,82.9,3.4,156.0,15.0,154.0,,,,,,,,,,,,,,,,,,,95.0,20.0,25.0,13.0,44.0,1920.0,22.0,10.0,144.0,41.0,3.0,8.0,298.0,2021
2299,Yevhen Shakhov,"MF,FW",Lecce,it Serie A,12.1,1,13.0,0.9,83.3,2.0,16.0,7.0,20.0,,,,,,,,,,,,,,,,,,,31.0,22.0,15.0,12.0,46.0,529.0,29.0,17.0,38.0,13.0,0.0,17.0,58.0,2021
2300,Xherdan Shaqiri,"FW,MF",Liverpool,eng Premier League,2.1,1,4.0,0.6,82.6,0.2,11.0,3.0,14.0,,,,,,,,,,,,,,,,,,,4.0,0.0,1.0,0.0,1.0,129.0,3.0,2.0,7.0,0.0,0.0,3.0,21.0,2021
2301,Billy Sharp,FW,Sheffield Utd,eng Premier League,11.7,3,14.0,2.7,73.0,2.7,6.0,8.0,15.0,,,,,,,,,,,,,,,,,,,25.0,5.0,4.0,1.0,10.0,334.0,69.0,13.0,28.0,8.0,4.0,13.0,43.0,2021
2302,Luke Shaw,DF,Manchester Utd,eng Premier League,19.3,0,10.0,0.5,86.5,1.5,60.0,25.0,110.0,,,,,,,,,,,,,,,,,,,42.0,24.0,53.0,15.0,49.0,1484.0,34.0,24.0,137.0,56.0,7.0,32.0,247.0,2021
2303,Khiry Shelton,"FW,MF",Paderborn 07,de Bundesliga,0.4,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2021
2304,Jonjo Shelvey,MF,Newcastle Utd,eng Premier League,23.5,6,45.0,2.5,72.4,3.6,127.0,20.0,115.0,,,,,,,,,,,,,,,,,,,60.0,16.0,26.0,10.0,40.0,1293.0,22.0,20.0,71.0,22.0,6.0,18.0,186.0,2021
2305,Gen Shoji,DF,Toulouse,fr Ligue 1,0.5,0,0.0,0.0,90.5,0.0,7.0,0.0,10.0,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,45.0,0.0,0.0,5.0,0.0,0.0,1.0,15.0,2021
2306,Djibril Sidibe,DF,Everton,eng Premier League,20.3,0,12.0,0.4,78.0,2.0,56.0,20.0,109.0,,,,,,,,,,,,,,,,,,,37.0,40.0,37.0,32.0,116.0,1420.0,19.0,14.0,100.0,47.0,4.0,29.0,209.0,2021
2307,Kalidou Sidibe,MF,Toulouse,fr Ligue 1,1.0,0,0.0,0.0,83.3,0.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,3.0,51.0,0.0,1.0,4.0,1.0,0.0,1.0,7.0,2021
2308,Sidnei,DF,Betis,es La Liga,13.1,1,5.0,0.3,91.0,0.0,29.0,3.0,28.0,,,,,,,,,,,,,,,,,,,7.0,13.0,23.0,12.0,32.0,993.0,9.0,7.0,42.0,7.0,2.0,27.0,70.0,2021
2309,Kaj Sierhuis,FW,Reims,fr Ligue 1,0.1,0,0.0,0.0,100.0,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2021
2310,Gylfi Sigursson,MF,Everton,eng Premier League,28.4,2,45.0,3.4,78.2,4.1,95.0,27.0,94.0,,,,,,,,,,,,,,,,,,,83.0,45.0,49.0,24.0,84.0,1410.0,55.0,23.0,75.0,22.0,7.0,18.0,169.0,2021
2311,Luca Siligardi,"FW,MF",Parma,it Serie A,3.7,0,11.0,0.7,68.9,0.1,8.0,3.0,16.0,,,,,,,,,,,,,,,,,,,7.0,3.0,8.0,5.0,12.0,209.0,17.0,6.0,21.0,2.0,2.0,7.0,37.0,2021
2312,Adrien Silva,MF,Monaco,fr Ligue 1,13.6,0,14.0,0.5,86.1,1.4,68.0,8.0,65.0,,,,,,,,,,,,,,,,,,,32.0,28.0,26.0,12.0,50.0,989.0,5.0,17.0,55.0,14.0,2.0,12.0,120.0,2021
2313,Andre Silva,FW,Milan,it Serie A,0.7,0,2.0,0.3,54.5,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,3.0,23.0,5.0,1.0,3.0,2.0,0.0,0.0,3.0,2021
2314,Andre Silva,FW,Eint Frankfurt,de Bundesliga,17.5,12,54.0,9.7,70.4,4.3,20.0,12.0,38.0,,,,,,,,,,,,,,,,,,,54.0,4.0,17.0,1.0,8.0,702.0,118.0,18.0,65.0,26.0,12.0,48.0,103.0,2021
2315,Bernardo Silva,"FW,MF",Manchester City,eng Premier League,22.6,6,49.0,6.7,87.0,5.4,67.0,41.0,99.0,,,,,,,,,,,,,,,,,,,95.0,26.0,36.0,23.0,62.0,1687.0,160.0,43.0,245.0,61.0,40.0,11.0,344.0,2021
2316,David Silva,MF,Manchester City,eng Premier League,20.3,6,46.0,6.3,87.2,5.4,89.0,63.0,140.0,,,,,,,,,,,,,,,,,,,112.0,16.0,21.0,9.0,35.0,1702.0,180.0,34.0,187.0,69.0,25.0,8.0,327.0,2021
2317,Gabriel Silva,DF,Saint-Etienne,fr Ligue 1,2.6,0,0.0,0.0,66.7,0.0,3.0,2.0,4.0,,,,,,,,,,,,,,,,,,,1.0,2.0,8.0,1.0,6.0,121.0,2.0,0.0,8.0,4.0,0.0,7.0,12.0,2021
2318,Jonathan Silva,DF,Leganes,es La Liga,30.9,1,21.0,1.6,69.0,2.1,76.0,37.0,110.0,,,,,,,,,,,,,,,,,,,46.0,19.0,29.0,26.0,79.0,1628.0,44.0,20.0,96.0,46.0,4.0,36.0,206.0,2021
2319,Matheus Pereira da Silva,"MF,FW",Dijon,fr Ligue 1,5.2,0,11.0,0.7,73.6,1.1,20.0,7.0,23.0,,,,,,,,,,,,,,,,,,,21.0,4.0,13.0,5.0,17.0,303.0,12.0,6.0,17.0,9.0,1.0,2.0,40.0,2021
2320,Rui Silva,GK,Granada,es La Liga,35.0,0,0.0,0.0,56.0,0.5,38.0,0.0,0.0,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,1367.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2021
2321,Thiago Silva,DF,Paris S-G,fr Ligue 1,17.5,0,6.0,0.2,95.9,0.0,97.0,5.0,89.0,,,,,,,,,,,,,,,,,,,14.0,21.0,27.0,14.0,47.0,1666.0,8.0,3.0,130.0,21.0,0.0,31.0,219.0,2021
2322,Marco Silvestri,GK,Hellas Verona,it Serie A,35.0,0,0.0,0.0,45.4,0.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,1097.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2021
2323,Mohamed Simakan,DF,Strasbourg,fr Ligue 1,16.7,0,10.0,0.5,80.1,0.7,60.0,11.0,74.0,,,,,,,,,,,,,,,,,,,23.0,28.0,30.0,24.0,82.0,1070.0,17.0,21.0,88.0,33.0,2.0,44.0,162.0,2021
2324,Giovanni Simeone,FW,Cagliari,it Serie A,32.5,12,85.0,12.2,70.6,2.3,10.0,13.0,21.0,,,,,,,,,,,,,,,,,,,43.0,11.0,37.0,7.0,37.0,910.0,144.0,32.0,61.0,23.0,20.0,42.0,82.0,2021
2325,Moses Simon,"FW,MF",Nantes,fr Ligue 1,24.2,5,43.0,6.7,73.9,3.6,23.0,27.0,54.0,,,,,,,,,,,,,,,,,,,67.0,10.0,17.0,9.0,23.0,954.0,132.0,52.0,179.0,49.0,44.0,10.0,233.0,2021
2326,Unai Simon,GK,Athletic Club,es La Liga,33.2,0,0.0,0.0,58.7,0.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,4.0,0.0,1.0,0.0,0.0,1172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
2327,Jack Simpson,DF,Bournemouth,eng Premier League,2.7,0,1.0,0.0,70.0,0.0,5.0,0.0,5.0,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,6.0,11.0,129.0,1.0,2.0,2.0,0.0,0.0,4.0,7.0,2021
2328,Sarpreet Singh,"FW,MF",Bayern Munich,de Bundesliga,0.8,0,1.0,0.0,75.9,0.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,33.0,3.0,0.0,3.0,1.0,0.0,1.0,6.0,2021
2329,Wilfried Singo,DF,Torino,it Serie A,1.5,1,2.0,0.2,75.7,0.1,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,5.0,0.0,1.0,1.0,3.0,85.0,8.0,4.0,8.0,1.0,4.0,5.0,10.0,2021
2330,Daley Sinkgraven,DF,Leverkusen,de Bundesliga,10.1,0,0.0,0.0,84.8,0.7,40.0,6.0,39.0,,,,,,,,,,,,,,,,,,,16.0,16.0,15.0,7.0,31.0,828.0,6.0,10.0,58.0,17.0,2.0,7.0,97.0,2021
2331,Dimitris Siovas,DF,Leganes,es La Liga,21.3,0,13.0,0.9,71.2,0.1,54.0,3.0,54.0,,,,,,,,,,,,,,,,,,,13.0,25.0,31.0,25.0,65.0,1077.0,28.0,9.0,43.0,11.0,0.0,74.0,97.0,2021
2332,Salvatore Sirigu,GK,Torino,it Serie A,36.0,0,0.0,0.0,70.6,0.1,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,1266.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2021
2333,Ibrahima Sissoko,MF,Strasbourg,fr Ligue 1,17.8,0,16.0,0.8,83.1,1.0,52.0,11.0,54.0,,,,,,,,,,,,,,,,,,,31.0,35.0,22.0,24.0,74.0,888.0,24.0,15.0,99.0,36.0,4.0,32.0,153.0,2021
2334,Moussa Sissoko,MF,Tottenham,eng Premier League,27.2,2,14.0,2.4,86.5,1.1,74.0,12.0,88.0,,,,,,,,,,,,,,,,,,,28.0,35.0,38.0,22.0,78.0,1537.0,33.0,41.0,152.0,48.0,10.0,31.0,240.0,2021
2335,Sambou Sissoko,"FW,MF",Reims,fr Ligue 1,0.4,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2021
2336,Pione Sisto,"FW,MF",Celta Vigo,es La Liga,9.9,2,30.0,1.9,78.2,0.3,22.0,8.0,20.0,,,,,,,,,,,,,,,,,,,29.0,10.0,18.0,3.0,21.0,628.0,31.0,21.0,79.0,27.0,7.0,1.0,99.0,2021
2337,Antonio Sivera,GK,Alaves,es La Liga,3.0,0,0.0,0.0,51.8,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
2338,Ellyes Skhiri,MF,Koln,de Bundesliga,29.7,1,25.0,1.9,84.9,2.3,84.0,22.0,124.0,,,,,,,,,,,,,,,,,,,52.0,49.0,73.0,38.0,111.0,1739.0,35.0,31.0,103.0,28.0,3.0,42.0,227.0,2021
2339,Oliver Skipp,"MF,DF",Tottenham,eng Premier League,0.9,0,0.0,0.0,86.8,0.0,4.0,0.0,3.0,,,,,,,,,,,,,,,,,,,0.0,2.0,3.0,0.0,3.0,46.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,2021
2340,ukasz Skorupski,GK,Bologna,it Serie A,37.0,0,0.0,0.0,75.7,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,1.0,1264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
2341,Andreas Skov Olsen,"FW,MF",Bologna,it Serie A,8.4,1,20.0,1.6,72.5,0.5,11.0,11.0,19.0,,,,,,,,,,,,,,,,,,,21.0,7.0,14.0,4.0,17.0,515.0,41.0,16.0,59.0,15.0,10.0,5.0,78.0,2021
2342,Robert Skov,"DF,FW",Hoffenheim,de Bundesliga,29.0,4,63.0,4.0,75.0,4.7,54.0,37.0,103.0,,,,,,,,,,,,,,,,,,,90.0,30.0,45.0,18.0,65.0,1686.0,75.0,43.0,169.0,54.0,26.0,18.0,272.0,2021
2343,Simon Skrabb,"MF,FW",Brescia,it Serie A,2.9,0,3.0,0.1,73.5,0.4,3.0,6.0,7.0,,,,,,,,,,,,,,,,,,,4.0,4.0,8.0,0.0,7.0,136.0,13.0,2.0,9.0,4.0,0.0,2.0,16.0,2021
2344,Milan Skriniar,DF,Inter,it Serie A,29.2,0,14.0,0.9,92.3,0.3,139.0,14.0,129.0,,,,,,,,,,,,,,,,,,,26.0,29.0,32.0,18.0,65.0,2211.0,16.0,10.0,102.0,29.0,1.0,37.0,231.0,2021
2345,Steven Skrzybski,"FW,MF",Dusseldorf,de Bundesliga,5.9,1,14.0,1.6,65.1,0.5,9.0,3.0,12.0,,,,,,,,,,,,,,,,,,,13.0,3.0,13.0,8.0,14.0,221.0,18.0,7.0,20.0,4.0,4.0,1.0,32.0,2021
2346,Petar Skuletic,FW,Montpellier,fr Ligue 1,1.2,0,4.0,0.2,65.4,0.1,0.0,2.0,3.0,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,3.0,46.0,7.0,0.0,2.0,2.0,0.0,8.0,5.0,2021
2347,Islam Slimani,FW,Monaco,fr Ligue 1,14.3,9,48.0,9.2,70.9,4.1,45.0,26.0,67.0,,,,,,,,,,,,,,,,,,,53.0,7.0,7.0,2.0,12.0,737.0,112.0,12.0,62.0,13.0,9.0,42.0,129.0,2021
2348,William Smallbone,MF,Southampton,eng Premier League,4.4,0,5.0,0.3,83.3,0.3,12.0,3.0,13.0,,,,,,,,,,,,,,,,,,,4.0,8.0,9.0,1.0,13.0,251.0,6.0,2.0,14.0,4.0,1.0,3.0,27.0,2021
2349,Chris Smalling,DF,Roma,it Serie A,28.5,3,19.0,1.9,90.7,1.2,64.0,2.0,55.0,,,,,,,,,,,,,,,,,,,24.0,23.0,60.0,23.0,59.0,1748.0,48.0,7.0,59.0,10.0,1.0,91.0,114.0,2021
2350,Dennis Smarsch,GK,Hertha BSC,de Bundesliga,1.7,0,0.0,0.0,71.4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
2351,Adam Smith,DF,Bournemouth,eng Premier League,22.8,0,4.0,0.6,79.6,1.0,61.0,10.0,68.0,,,,,,,,,,,,,,,,,,,19.0,30.0,56.0,23.0,75.0,1326.0,25.0,26.0,130.0,41.0,7.0,36.0,198.0,2021
2352,Emile Smith-Rowe,MF,Arsenal,eng Premier League,1.1,0,0.0,0.0,83.3,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,2.0,50.0,0.0,1.0,6.0,4.0,0.0,0.0,6.0,2021
2353,Fyodor Smolov,FW,Celta Vigo,es La Liga,8.3,2,15.0,2.3,68.9,0.4,8.0,2.0,7.0,,,,,,,,,,,,,,,,,,,13.0,1.0,10.0,5.0,7.0,299.0,44.0,11.0,26.0,4.0,11.0,14.0,33.0,2021
2354,Robert Snodgrass,"MF,FW",West Ham,eng Premier League,16.8,5,21.0,2.8,68.5,2.8,30.0,14.0,47.0,,,,,,,,,,,,,,,,,,,51.0,10.0,21.0,1.0,28.0,805.0,59.0,15.0,77.0,18.0,20.0,16.0,124.0,2021
2355,Cedric Soares,DF,Arsenal,eng Premier League,2.8,1,1.0,0.0,70.7,0.0,5.0,2.0,11.0,,,,,,,,,,,,,,,,,,,3.0,5.0,10.0,3.0,9.0,161.0,2.0,2.0,17.0,3.0,0.0,2.0,28.0,2021
2356,Cedric Soares,DF,Southampton,eng Premier League,14.5,0,10.0,0.6,72.1,1.2,35.0,19.0,39.0,,,,,,,,,,,,,,,,,,,24.0,24.0,37.0,16.0,62.0,910.0,16.0,3.0,55.0,18.0,1.0,20.0,94.0,2021
2357,Rafa Soares,DF,Eibar,es La Liga,4.8,0,0.0,0.0,70.3,0.2,9.0,8.0,18.0,,,,,,,,,,,,,,,,,,,8.0,2.0,7.0,2.0,7.0,255.0,1.0,1.0,9.0,4.0,0.0,7.0,27.0,2021
