,Player,Pos,Squad,Comp,90s,Gls,Sh,npxG,Cmp%,xA,1/3_x,PPA,Prog_x,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,SCA,TklW,Blocks,Int,Tkl+Int,Touches,Att Pen,Succ,Prog_y,1/3_y,CPA,Won,Prog+,Season
2159,Facundo Roncaglia,DF,Osasuna,es La Liga,14.2,1,3.0,0.0,77.3,0.2,31.0,5.0,50.0,,,,,,,,,,,,,,,,,,,10.0,18.0,30.0,19.0,48.0,732.0,4.0,15.0,30.0,9.0,2.0,33.0,80.0,2021
2160,Valentin Rongier,MF,Marseille,fr Ligue 1,19.9,0,36.0,1.6,86.8,1.4,115.0,7.0,88.0,,,,,,,,,,,,,,,,,,,52.0,51.0,41.0,22.0,98.0,1498.0,34.0,24.0,122.0,25.0,9.0,24.0,210.0,2021
2161,Valentin Rongier,MF,Nantes,fr Ligue 1,3.0,0,4.0,0.2,86.0,0.5,17.0,3.0,15.0,,,,,,,,,,,,,,,,,,,14.0,3.0,2.0,0.0,4.0,198.0,8.0,5.0,11.0,2.0,3.0,1.0,26.0,2021
2162,Marten de Roon,MF,Atalanta,it Serie A,30.2,2,31.0,1.7,87.0,2.1,175.0,24.0,173.0,,,,,,,,,,,,,,,,,,,64.0,49.0,52.0,28.0,103.0,2300.0,18.0,12.0,159.0,47.0,2.0,42.0,332.0,2021
2163,Roberto Rosales,DF,Leganes,es La Liga,20.8,0,9.0,0.4,68.9,2.1,40.0,17.0,61.0,,,,,,,,,,,,,,,,,,,44.0,23.0,38.0,10.0,49.0,1114.0,20.0,11.0,62.0,19.0,4.0,24.0,123.0,2021
2164,Antonio Rosati,GK,Torino,it Serie A,1.0,0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
2165,Danny Rose,DF,Tottenham,eng Premier League,9.9,0,2.0,0.2,76.0,0.7,34.0,12.0,52.0,,,,,,,,,,,,,,,,,,,16.0,13.0,23.0,6.0,22.0,682.0,13.0,11.0,53.0,17.0,1.0,9.0,105.0,2021
2166,Danny Rose,DF,Newcastle Utd,eng Premier League,9.6,0,0.0,0.0,77.6,0.2,22.0,4.0,24.0,,,,,,,,,,,,,,,,,,,7.0,15.0,11.0,8.0,34.0,505.0,4.0,3.0,24.0,13.0,0.0,9.0,48.0,2021
2167,Luca Rossettini,DF,Lecce,it Serie A,25.1,0,4.0,0.1,86.4,0.9,33.0,2.0,29.0,,,,,,,,,,,,,,,,,,,8.0,16.0,49.0,18.0,42.0,1287.0,6.0,1.0,28.0,2.0,0.0,40.0,57.0,2021
2168,Francesco Rossi,GK,Atalanta,it Serie A,0.1,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
2169,Jerome Roussillon,DF,Wolfsburg,de Bundesliga,26.3,1,19.0,0.8,72.3,2.5,49.0,19.0,87.0,,,,,,,,,,,,,,,,,,,48.0,27.0,66.0,15.0,57.0,1416.0,47.0,42.0,111.0,33.0,15.0,18.0,198.0,2021
2170,Nolan Roux,FW,Nimes,fr Ligue 1,6.5,2,18.0,1.5,70.8,0.6,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,16.0,1.0,7.0,4.0,8.0,212.0,32.0,5.0,13.0,2.0,1.0,9.0,16.0,2021
2171,Nicolo Rovella,MF,Genoa,it Serie A,1.2,0,1.0,0.0,85.3,0.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,3.0,4.0,76.0,1.0,0.0,4.0,2.0,0.0,0.0,5.0,2021
2172,Amir Rrahmani,DF,Hellas Verona,it Serie A,35.9,0,43.0,3.0,80.5,0.8,98.0,5.0,90.0,,,,,,,,,,,,,,,,,,,30.0,39.0,76.0,25.0,88.0,1941.0,55.0,12.0,118.0,38.0,1.0,122.0,208.0,2021
2173,Ruben,GK,Osasuna,es La Liga,17.6,0,0.0,0.0,51.2,0.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,560.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2021
2174,Waldo Rubio,"MF,FW",Valladolid,es La Liga,9.8,0,17.0,0.6,62.9,1.0,18.0,8.0,16.0,,,,,,,,,,,,,,,,,,,35.0,9.0,12.0,9.0,24.0,424.0,23.0,20.0,62.0,17.0,13.0,4.0,78.0,2021
2175,Antonio Rudiger,DF,Chelsea,eng Premier League,19.0,2,11.0,0.6,87.8,0.3,119.0,6.0,69.0,,,,,,,,,,,,,,,,,,,9.0,24.0,27.0,3.0,46.0,1642.0,14.0,0.0,100.0,19.0,0.0,61.0,169.0,2021
2176,Sebastian Rudy,"MF,DF",Hoffenheim,de Bundesliga,30.4,1,25.0,1.3,79.6,4.6,108.0,31.0,147.0,,,,,,,,,,,,,,,,,,,90.0,53.0,31.0,19.0,95.0,1808.0,30.0,16.0,101.0,39.0,3.0,24.0,248.0,2021
2177,Stephane Ruffier,GK,Saint-Etienne,fr Ligue 1,22.0,0,0.0,0.0,66.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
2178,Dion Ruffo Luci,MF,Bologna,it Serie A,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
2179,Daniele Rugani,DF,Juventus,it Serie A,7.7,0,6.0,0.3,90.6,0.0,17.0,0.0,19.0,,,,,,,,,,,,,,,,,,,3.0,6.0,12.0,4.0,12.0,515.0,6.0,0.0,16.0,0.0,0.0,39.0,35.0,2021
2180,Mario Rui,DF,Napoli,it Serie A,21.8,0,32.0,1.2,82.8,3.3,114.0,47.0,135.0,,,,,,,,,,,,,,,,,,,76.0,25.0,43.0,13.0,50.0,2219.0,31.0,26.0,200.0,64.0,5.0,16.0,335.0,2021
2181,Aitor Ruibal,"DF,FW",Leganes,es La Liga,13.6,0,16.0,0.7,73.9,0.8,24.0,9.0,37.0,,,,,,,,,,,,,,,,,,,32.0,18.0,18.0,11.0,41.0,588.0,36.0,33.0,63.0,18.0,12.0,8.0,100.0,2021
2182,Fabian Ruiz Pena,MF,Napoli,it Serie A,29.8,3,71.0,3.1,90.0,4.8,240.0,54.0,225.0,,,,,,,,,,,,,,,,,,,112.0,33.0,47.0,18.0,66.0,2649.0,54.0,30.0,248.0,88.0,16.0,13.0,473.0,2021
2183,Geronimo Rulli,GK,Montpellier,fr Ligue 1,25.0,0,0.0,0.0,76.2,0.2,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,7.0,0.0,1.0,0.0,0.0,952.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2021
2184,Lukas Rupp,"MF,FW",Hoffenheim,de Bundesliga,3.8,0,5.0,0.3,87.1,0.1,17.0,2.0,13.0,,,,,,,,,,,,,,,,,,,5.0,3.0,8.0,5.0,16.0,222.0,13.0,4.0,13.0,6.0,3.0,2.0,26.0,2021
2185,Lukas Rupp,"FW,MF",Norwich City,eng Premier League,7.7,0,4.0,0.3,75.4,0.8,13.0,4.0,11.0,,,,,,,,,,,,,,,,,,,14.0,9.0,17.0,9.0,22.0,342.0,15.0,9.0,12.0,6.0,0.0,4.0,23.0,2021
2186,Mathew Ryan,GK,Brighton,eng Premier League,38.0,0,0.0,0.0,80.2,0.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,1547.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
2187,Julian Ryerson,"DF,FW",Union Berlin,de Bundesliga,4.1,0,2.0,0.7,68.7,0.1,5.0,3.0,10.0,,,,,,,,,,,,,,,,,,,2.0,5.0,9.0,5.0,13.0,227.0,5.0,6.0,15.0,8.0,2.0,7.0,25.0,2021
2188,Frederik Ronnow,GK,Eint Frankfurt,de Bundesliga,9.0,0,0.0,0.0,70.1,0.0,12.0,2.0,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2021
2189,Joao Victor Santos Sa,"MF,FW",Wolfsburg,de Bundesliga,18.1,2,29.0,3.5,72.9,1.9,20.0,14.0,41.0,,,,,,,,,,,,,,,,,,,43.0,22.0,38.0,13.0,51.0,691.0,68.0,35.0,77.0,27.0,21.0,25.0,118.0,2021
2190,Roli Pereira de Sa,MF,Nantes,fr Ligue 1,0.1,0,1.0,0.0,91.7,0.1,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,2021
2191,Youssouf Sabaly,DF,Bordeaux,fr Ligue 1,10.1,0,6.0,0.3,81.7,1.3,35.0,11.0,50.0,,,,,,,,,,,,,,,,,,,21.0,19.0,16.0,9.0,33.0,724.0,17.0,12.0,43.0,16.0,6.0,11.0,93.0,2021
2192,Stefano Sabelli,DF,Brescia,it Serie A,35.2,0,14.0,0.6,73.4,3.6,149.0,54.0,212.0,,,,,,,,,,,,,,,,,,,63.0,60.0,94.0,49.0,153.0,2417.0,24.0,27.0,189.0,81.0,3.0,43.0,401.0,2021
2193,Abdelhamid Sabiri,MF,Paderborn 07,de Bundesliga,11.6,4,38.0,1.9,79.6,0.4,40.0,3.0,36.0,,,,,,,,,,,,,,,,,,,26.0,17.0,16.0,8.0,30.0,621.0,17.0,33.0,27.0,4.0,1.0,24.0,63.0,2021
2194,Marcel Sabitzer,"MF,FW",RB Leipzig,de Bundesliga,27.8,9,71.0,7.0,75.9,4.7,115.0,57.0,173.0,,,,,,,,,,,,,,,,,,,103.0,29.0,34.0,14.0,52.0,1825.0,78.0,25.0,146.0,57.0,11.0,20.0,319.0,2021
2195,Ihsan Sacko,"FW,DF",Nice,fr Ligue 1,1.6,0,0.0,0.0,74.4,0.3,1.0,3.0,6.0,,,,,,,,,,,,,,,,,,,5.0,1.0,2.0,0.0,1.0,62.0,8.0,2.0,10.0,2.0,0.0,0.0,16.0,2021
2196,Alexis Saelemaekers,"FW,DF",Milan,it Serie A,7.6,1,9.0,0.8,82.1,0.9,15.0,10.0,23.0,,,,,,,,,,,,,,,,,,,25.0,6.0,12.0,9.0,23.0,419.0,26.0,5.0,44.0,14.0,7.0,3.0,67.0,2021
2197,Jorge Saenz,"DF,FW",Celta Vigo,es La Liga,4.1,0,0.0,0.0,81.0,0.0,9.0,0.0,2.0,,,,,,,,,,,,,,,,,,,3.0,0.0,6.0,4.0,8.0,207.0,0.0,0.0,3.0,0.0,0.0,9.0,5.0,2021
2198,Nuri Sahin,MF,Werder Bremen,de Bundesliga,13.9,0,11.0,0.4,76.1,3.1,59.0,7.0,64.0,,,,,,,,,,,,,,,,,,,46.0,22.0,25.0,20.0,51.0,926.0,4.0,11.0,42.0,21.0,0.0,19.0,106.0,2021
2199,Wesley Said,"MF,FW",Toulouse,fr Ligue 1,12.9,2,25.0,2.4,82.1,1.3,31.0,14.0,39.0,,,,,,,,,,,,,,,,,,,29.0,12.0,15.0,5.0,20.0,533.0,39.0,31.0,67.0,22.0,9.0,11.0,106.0,2021
2200,Allan Saint-Maximin,"MF,FW",Newcastle Utd,eng Premier League,20.7,3,46.0,3.2,72.7,3.5,25.0,15.0,41.0,,,,,,,,,,,,,,,,,,,88.0,11.0,21.0,6.0,23.0,794.0,80.0,102.0,182.0,53.0,37.0,7.0,223.0,2021
2201,Theo Sainte-Luce,"DF,FW",Nimes,fr Ligue 1,0.2,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
2202,Borja Sainz,"MF,FW",Alaves,es La Liga,6.4,1,9.0,1.3,72.3,0.5,6.0,5.0,10.0,,,,,,,,,,,,,,,,,,,14.0,11.0,12.0,2.0,18.0,239.0,26.0,11.0,21.0,7.0,5.0,5.0,31.0,2021
2203,Romain Saiss,DF,Wolves,eng Premier League,30.1,2,23.0,2.7,81.3,0.5,119.0,9.0,115.0,,,,,,,,,,,,,,,,,,,24.0,30.0,58.0,27.0,93.0,1931.0,26.0,7.0,51.0,5.0,0.0,117.0,166.0,2021
2204,Bukayo Saka,"DF,FW",Arsenal,eng Premier League,19.5,1,13.0,1.3,78.1,3.5,38.0,21.0,61.0,,,,,,,,,,,,,,,,,,,45.0,22.0,25.0,9.0,47.0,1069.0,61.0,31.0,121.0,37.0,19.0,12.0,182.0,2021
2205,Hiroki Sakai,DF,Marseille,fr Ligue 1,18.0,0,3.0,0.1,84.7,0.9,71.0,10.0,87.0,,,,,,,,,,,,,,,,,,,35.0,35.0,38.0,11.0,74.0,1328.0,22.0,12.0,87.0,21.0,7.0,37.0,174.0,2021
2206,Mamadou Sakho,DF,Crystal Palace,eng Premier League,10.3,0,0.0,0.0,87.4,0.1,24.0,1.0,26.0,,,,,,,,,,,,,,,,,,,1.0,7.0,15.0,7.0,19.0,608.0,3.0,5.0,14.0,1.0,0.0,20.0,40.0,2021
2207,Jacopo Sala,DF,SPAL,it Serie A,9.5,0,14.0,0.5,79.2,0.3,21.0,8.0,24.0,,,,,,,,,,,,,,,,,,,17.0,9.0,19.0,2.0,26.0,576.0,12.0,9.0,47.0,14.0,1.0,5.0,71.0,2021
2208,Mohamed Salah,FW,Liverpool,eng Premier League,32.0,19,130.0,17.2,74.3,7.3,41.0,60.0,106.0,,,,,,,,,,,,,,,,,,,120.0,13.0,13.0,5.0,26.0,1405.0,317.0,66.0,186.0,40.0,54.0,13.0,292.0,2021
2209,Bartosz Salamon,DF,SPAL,it Serie A,3.8,0,0.0,0.0,89.8,0.0,13.0,2.0,9.0,,,,,,,,,,,,,,,,,,,1.0,1.0,7.0,4.0,5.0,180.0,2.0,0.0,9.0,0.0,0.0,8.0,18.0,2021
2210,Eddy Salcedo,"FW,MF",Hellas Verona,it Serie A,7.6,1,22.0,1.5,62.4,1.6,9.0,8.0,12.0,,,,,,,,,,,,,,,,,,,19.0,1.0,4.0,1.0,4.0,326.0,44.0,10.0,43.0,12.0,10.0,22.0,55.0,2021
2211,William Saliba,DF,Saint-Etienne,fr Ligue 1,11.0,0,3.0,0.1,88.1,0.0,33.0,1.0,34.0,,,,,,,,,,,,,,,,,,,4.0,19.0,17.0,16.0,42.0,661.0,4.0,10.0,38.0,8.0,0.0,29.0,72.0,2021
2212,Yannis Salibur,"MF,FW",Mallorca,es La Liga,0.9,0,1.0,0.0,85.7,0.1,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,4.0,0.0,1.0,1.0,1.0,53.0,7.0,2.0,10.0,3.0,3.0,2.0,13.0,2021
2213,Romain Salin,GK,Rennes,fr Ligue 1,4.0,0,0.0,0.0,73.8,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
2214,Mohammed Salisu,DF,Valladolid,es La Liga,30.3,1,7.0,1.2,84.3,0.1,41.0,1.0,49.0,,,,,,,,,,,,,,,,,,,4.0,33.0,44.0,16.0,68.0,1419.0,12.0,5.0,39.0,2.0,0.0,75.0,88.0,2021
2215,Roland Sallai,"MF,FW",Freiburg,de Bundesliga,12.9,2,34.0,2.4,69.1,1.5,13.0,9.0,25.0,,,,,,,,,,,,,,,,,,,31.0,17.0,15.0,7.0,29.0,540.0,49.0,28.0,71.0,22.0,7.0,22.0,96.0,2021
2216,Lazar Samardzic,"MF,FW",Hertha BSC,de Bundesliga,0.4,0,0.0,0.0,85.7,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0,3.0,2.0,0.0,4.0,14.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2021
2217,Diadie Samassekou,MF,Hoffenheim,de Bundesliga,14.6,0,7.0,0.2,81.6,0.4,34.0,8.0,39.0,,,,,,,,,,,,,,,,,,,16.0,30.0,36.0,22.0,63.0,758.0,10.0,14.0,36.0,7.0,1.0,17.0,75.0,2021
2218,Mbwana Samatta,FW,Aston Villa,eng Premier League,10.5,1,17.0,1.9,70.9,0.2,6.0,3.0,9.0,,,,,,,,,,,,,,,,,,,21.0,7.0,8.0,0.0,9.0,277.0,29.0,9.0,17.0,2.0,2.0,34.0,26.0,2021
2219,Mama Samba Balde,"FW,MF",Dijon,fr Ligue 1,18.6,6,50.0,4.9,68.8,2.8,14.0,14.0,26.0,,,,,,,,,,,,,,,,,,,46.0,23.0,23.0,5.0,41.0,662.0,86.0,32.0,70.0,13.0,20.0,25.0,96.0,2021
2220,Junior Sambia,"DF,MF",Montpellier,fr Ligue 1,6.5,1,13.0,0.5,76.4,0.1,13.0,11.0,33.0,,,,,,,,,,,,,,,,,,,12.0,12.0,8.0,4.0,18.0,344.0,9.0,8.0,34.0,9.0,1.0,7.0,67.0,2021
2221,Frederic Sammaritano,"MF,FW",Dijon,fr Ligue 1,5.8,1,9.0,0.5,75.1,1.7,8.0,10.0,24.0,,,,,,,,,,,,,,,,,,,32.0,7.0,8.0,3.0,15.0,334.0,8.0,5.0,35.0,9.0,4.0,0.0,59.0,2021
2222,Fede San Emeterio,MF,Valladolid,es La Liga,19.5,0,3.0,0.0,81.7,0.2,42.0,1.0,40.0,,,,,,,,,,,,,,,,,,,16.0,17.0,32.0,18.0,45.0,810.0,6.0,2.0,11.0,4.0,0.0,32.0,51.0,2021
2223,Mikel San Jose,MF,Athletic Club,es La Liga,4.0,0,6.0,0.5,74.4,0.0,4.0,2.0,6.0,,,,,,,,,,,,,,,,,,,2.0,7.0,6.0,4.0,12.0,176.0,5.0,0.0,1.0,0.0,0.0,15.0,7.0,2021
2224,Antonio Sanabria,FW,Genoa,it Serie A,15.4,6,41.0,3.7,76.5,1.9,22.0,4.0,16.0,,,,,,,,,,,,,,,,,,,38.0,10.0,14.0,3.0,16.0,563.0,68.0,25.0,62.0,17.0,11.0,37.0,78.0,2021
2225,Oihan Sancet,MF,Athletic Club,es La Liga,8.2,1,9.0,0.9,80.8,0.7,15.0,0.0,12.0,,,,,,,,,,,,,,,,,,,23.0,6.0,7.0,3.0,11.0,313.0,20.0,17.0,25.0,8.0,0.0,8.0,37.0,2021
2226,Renato Sanches,MF,Bayern Munich,de Bundesliga,0.1,0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,10.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2021
2227,Renato Sanches,"MF,FW",Lille,fr Ligue 1,16.5,3,31.0,1.7,81.0,2.5,88.0,19.0,95.0,,,,,,,,,,,,,,,,,,,64.0,25.0,25.0,13.0,45.0,1230.0,30.0,48.0,132.0,30.0,8.0,8.0,227.0,2021
2228,Alexis Sanchez,FW,Inter,it Serie A,10.3,4,21.0,3.5,72.4,3.4,31.0,30.0,51.0,,,,,,,,,,,,,,,,,,,66.0,8.0,9.0,4.0,13.0,542.0,64.0,27.0,49.0,16.0,10.0,5.0,100.0,2021
2229,Carlos Sanchez,"MF,DF",West Ham,eng Premier League,1.3,0,0.0,0.0,81.8,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,4.0,66.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2021
2230,Davinson Sanchez,DF,Tottenham,eng Premier League,27.0,0,8.0,0.6,86.8,0.0,49.0,0.0,56.0,,,,,,,,,,,,,,,,,,,6.0,36.0,56.0,23.0,72.0,1791.0,17.0,8.0,52.0,6.0,0.0,52.0,108.0,2021
2231,German Sanchez,DF,Granada,es La Liga,25.5,2,10.0,1.5,81.9,0.1,26.0,2.0,38.0,,,,,,,,,,,,,,,,,,,6.0,12.0,45.0,6.0,26.0,1137.0,19.0,0.0,16.0,0.0,0.0,73.0,54.0,2021
2232,Javi Sanchez,DF,Valladolid,es La Liga,5.5,0,3.0,0.4,79.7,0.1,3.0,0.0,5.0,,,,,,,,,,,,,,,,,,,4.0,6.0,9.0,1.0,11.0,251.0,4.0,1.0,8.0,0.0,0.0,8.0,13.0,2021
2233,Manuel Sanchez,DF,Atletico Madrid,es La Liga,3.6,0,0.0,0.0,78.0,0.3,2.0,5.0,12.0,,,,,,,,,,,,,,,,,,,7.0,6.0,4.0,2.0,16.0,205.0,4.0,4.0,18.0,2.0,0.0,5.0,30.0,2021
2234,Victor Sanchez,"MF,DF",Espanyol,es La Liga,18.8,0,10.0,0.3,77.0,1.2,70.0,12.0,65.0,,,,,,,,,,,,,,,,,,,44.0,35.0,31.0,20.0,83.0,1165.0,13.0,12.0,65.0,13.0,5.0,36.0,130.0,2021
2235,Jadon Sancho,"FW,MF",Dortmund,de Bundesliga,25.4,17,52.0,9.3,83.5,9.0,70.0,57.0,131.0,,,,,,,,,,,,,,,,,,,125.0,14.0,21.0,14.0,31.0,1924.0,144.0,93.0,262.0,93.0,47.0,1.0,393.0,2021
2236,Alex Sandro,DF,Juventus,it Serie A,26.5,1,17.0,0.7,86.1,2.5,112.0,47.0,149.0,,,,,,,,,,,,,,,,,,,71.0,25.0,49.0,33.0,75.0,2244.0,31.0,30.0,208.0,81.0,7.0,34.0,357.0,2021
2237,Leroy Sane,FW,Manchester City,eng Premier League,0.1,0,2.0,0.1,85.7,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,2021
2238,Salif Sane,DF,Schalke 04,de Bundesliga,12.5,2,9.0,0.7,86.9,0.6,32.0,1.0,40.0,,,,,,,,,,,,,,,,,,,5.0,14.0,19.0,10.0,30.0,840.0,17.0,12.0,27.0,3.0,0.0,70.0,67.0,2021
2239,Luca Sangalli,MF,Real Sociedad,es La Liga,4.1,0,7.0,0.5,73.8,0.5,16.0,5.0,20.0,,,,,,,,,,,,,,,,,,,10.0,1.0,1.0,1.0,2.0,225.0,10.0,6.0,27.0,9.0,1.0,5.0,47.0,2021
2240,Ibrahim Sangare,MF,Toulouse,fr Ligue 1,24.2,0,20.0,1.2,79.1,1.7,125.0,15.0,142.0,,,,,,,,,,,,,,,,,,,56.0,68.0,45.0,29.0,115.0,1616.0,29.0,37.0,96.0,20.0,2.0,38.0,238.0,2021
2241,Oier Sanjurjo,MF,Osasuna,es La Liga,25.8,2,17.0,2.0,72.7,1.0,92.0,9.0,101.0,,,,,,,,,,,,,,,,,,,36.0,41.0,50.0,17.0,86.0,1280.0,31.0,7.0,54.0,19.0,3.0,71.0,155.0,2021
2242,Yaya Sanogo,FW,Toulouse,fr Ligue 1,10.1,3,24.0,2.7,70.1,0.3,3.0,2.0,7.0,,,,,,,,,,,,,,,,,,,17.0,2.0,9.0,5.0,10.0,301.0,48.0,4.0,14.0,5.0,3.0,47.0,21.0,2021
2243,Morgan Sanson,MF,Marseille,fr Ligue 1,24.1,5,38.0,3.3,80.0,3.0,54.0,22.0,56.0,,,,,,,,,,,,,,,,,,,78.0,44.0,42.0,16.0,80.0,1255.0,69.0,48.0,138.0,48.0,16.0,12.0,194.0,2021
2244,Nicola Sansone,"FW,MF",Bologna,it Serie A,25.2,4,76.0,6.1,72.5,4.2,64.0,25.0,90.0,,,,,,,,,,,,,,,,,,,105.0,20.0,28.0,12.0,46.0,1352.0,99.0,46.0,194.0,47.0,29.0,10.0,284.0,2021
2245,Baptiste Santamaria,MF,Angers,fr Ligue 1,27.8,1,38.0,1.2,83.4,0.9,140.0,9.0,115.0,,,,,,,,,,,,,,,,,,,46.0,58.0,39.0,32.0,125.0,1674.0,28.0,39.0,94.0,24.0,7.0,49.0,209.0,2021
2246,Federico Santander,FW,Bologna,it Serie A,8.6,1,24.0,2.4,67.8,0.9,15.0,3.0,16.0,,,,,,,,,,,,,,,,,,,27.0,6.0,11.0,3.0,13.0,391.0,51.0,11.0,21.0,2.0,6.0,49.0,37.0,2021
2247,Davide Santon,DF,Roma,it Serie A,6.9,0,2.0,0.1,90.4,0.1,13.0,7.0,21.0,,,,,,,,,,,,,,,,,,,6.0,9.0,15.0,4.0,17.0,474.0,5.0,13.0,43.0,16.0,2.0,11.0,64.0,2021
2248,Samir Santos,DF,Udinese,it Serie A,17.2,1,5.0,0.8,87.0,0.4,47.0,2.0,51.0,,,,,,,,,,,,,,,,,,,10.0,28.0,29.0,22.0,66.0,935.0,11.0,4.0,59.0,14.0,1.0,32.0,110.0,2021
2249,Riccardo Saponara,"MF,FW",Genoa,it Serie A,1.9,0,5.0,0.3,73.8,0.1,10.0,3.0,9.0,,,,,,,,,,,,,,,,,,,8.0,3.0,1.0,2.0,6.0,105.0,9.0,4.0,18.0,5.0,2.0,2.0,27.0,2021
2250,Riccardo Saponara,"MF,FW",Lecce,it Serie A,10.5,2,26.0,2.0,75.7,2.7,38.0,26.0,58.0,,,,,,,,,,,,,,,,,,,57.0,7.0,6.0,3.0,13.0,634.0,57.0,20.0,98.0,23.0,24.0,6.0,156.0,2021
2251,Ivan Saponjic,"DF,FW",Atletico Madrid,es La Liga,0.1,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2021
2252,Pablo Sarabia,"FW,MF",Paris S-G,fr Ligue 1,12.9,4,32.0,4.0,77.4,2.9,52.0,23.0,59.0,,,,,,,,,,,,,,,,,,,38.0,10.0,12.0,3.0,21.0,824.0,75.0,10.0,110.0,40.0,11.0,4.0,169.0,2021
2253,Marcelo Saracchi,DF,RB Leipzig,de Bundesliga,2.0,1,3.0,0.5,71.7,0.3,6.0,2.0,7.0,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,4.0,10.0,157.0,6.0,5.0,13.0,3.0,1.0,4.0,20.0,2021
2254,Josh Sargent,FW,Werder Bremen,de Bundesliga,15.7,4,28.0,4.3,71.8,1.1,12.0,5.0,20.0,,,,,,,,,,,,,,,,,,,29.0,13.0,26.0,8.0,23.0,601.0,59.0,16.0,30.0,6.0,3.0,40.0,50.0,2021
2255,Bouna Sarr,"DF,FW",Marseille,fr Ligue 1,24.0,1,28.0,1.9,81.1,2.1,70.0,28.0,76.0,,,,,,,,,,,,,,,,,,,48.0,30.0,29.0,24.0,82.0,1682.0,45.0,52.0,177.0,63.0,7.0,37.0,253.0,2021
2256,Ismaila Sarr,"FW,MF",Watford,eng Premier League,22.5,5,44.0,5.7,72.9,3.2,14.0,32.0,37.0,,,,,,,,,,,,,,,,,,,71.0,18.0,19.0,17.0,41.0,929.0,114.0,53.0,147.0,51.0,34.0,18.0,184.0,2021
2257,Malang Sarr,DF,Nice,fr Ligue 1,16.2,1,4.0,0.2,90.3,0.1,70.0,3.0,69.0,,,,,,,,,,,,,,,,,,,7.0,7.0,23.0,24.0,44.0,1303.0,4.0,4.0,79.0,13.0,0.0,14.0,148.0,2021
